literature_id,reaction_id,reaction_equation,reaction_type_reversible,notes
PMID32054839,reaction_4,"p-coumaroyl-CoA + 3 malonyl-CoA -> 2′,4,4′,6′-tetrahydroxychalcone + p-coumaroyltriacetic acid lactone + bis-noryangonin + CoASH + CO2",Not specified,"The enzyme is promiscuous. The E value is +25% in the absence of GbCHIL. In the presence of 1 µM GbCHIL, the E value increases to +86%, and total polyketide production is 105% of the control. Kinetic parameters for THC production in the presence of GbCHIL are: kcat = 6.79 ± 0.26 min⁻¹, Km(p-coumaroyl-CoA) = 31.1 ± 8.3 µM; kcat = 28.9 ± 1.7 min⁻¹, K'(malonyl-CoA) = 8.97 ± 0.80 µM, Hill coeff = 2.46 ± 0.45."
PMID32054839,reaction_5,"p-coumaroyl-CoA + 3 malonyl-CoA -> 2′,4,4′,6′-tetrahydroxychalcone + p-coumaroyltriacetic acid lactone + bis-noryangonin + CoASH + CO2",Not specified,"The enzyme is promiscuous. The E value is -7% in the absence of OsCHIL. In the presence of 1 µM OsCHIL, the E value increases to +82%, and total polyketide production is 110% of the control. Kinetic parameters for THC production in the presence of OsCHIL are: kcat = 19.4 ± 3.3 min⁻¹, Km(p-coumaroyl-CoA) = 76.3 ± 19.0 µM; kcat = 7.03 ± 0.36 min⁻¹, K'(malonyl-CoA) = 7.60 ± 0.58 µM, Hill coeff = 2.31 ± 0.34."
PMID32054839,reaction_6,"p-coumaroyl-CoA + 3 malonyl-CoA -> 2′,4,4′,6′-tetrahydroxychalcone + p-coumaroyltriacetic acid lactone + bis-noryangonin + CoASH + CO2",Not specified,"The enzyme is promiscuous, producing more CTAL than naringenin in the absence of HmCHIL. In the presence of 1 µM HmCHIL, production shifts to favor naringenin, and total polyketide production is 110% of the control (Fig. 5c). No kinetic data provided."
PMID32054839,reaction_7,"p-coumaroyl-CoA + 3 malonyl-CoA -> 2′,4,4′,6′-tetrahydroxychalcone + p-coumaroyltriacetic acid lactone + bis-noryangonin + CoASH + CO2",Not specified,"The enzyme is promiscuous, producing more CTAL than naringenin in the absence of VvCHIL. In the presence of 1 µM VvCHIL, production shifts to favor naringenin, and total polyketide production is 109% of the control (Fig. 5d). No kinetic data provided."
PMID32054839,reaction_8,p-coumaroyl-CoA + 2 malonyl-CoA -> p-coumaroyltriacetic acid lactone + 3 CoASH + 2 CO2,Not specified,The enzyme produces p-coumaroyltriacetic acid lactone (CTAL). The presence of HmCHIL did not influence its product specificity. Total production was 101% in the presence of CHIL compared to its absence (Fig. 5c).
PMID32054839,reaction_9,p-coumaroyl-CoA + 3 malonyl-CoA -> resveratrol + 4 CoASH + 4 CO2,Not specified,The enzyme produces resveratrol. The presence of VvCHIL did not influence its product specificity. Total production was 98% in the presence of CHIL compared to its absence (Fig. 5d).
PMID32054839,reaction_10,"p-coumaric acid -> 2′,4,4′,6′-tetrahydroxychalcone + p-coumaroyltriacetic acid lactone",Not specified,"This reaction was carried out in E. coli expressing soybean 4-coumaric acid:CoA ligase (Gm4CL-3) and chalcone synthase 1 (GmCHS-1). Without co-expression of CHIL, the E value was +66.5%. Co-expression of soybean CHIL (GmCHIL) increased the E value to +91% without changing the total polyketide yield. The molar ratio of expressed GmCHIL:GmCHS-1 was 1.5:1.0."
PMID32054864,reaction_1,GPI-GalNAc + UDP-Galactose -> GPI-GalNAc-Gal + UDP,Not specified,"This study identifies B3GALT4, previously known as a glycosphingolipid synthase, as the enzyme responsible for galactosylating the GalNAc side-chain of GPI anchors. The reaction efficiency is greatly enhanced by the presence of lactosylceramide (LacCer). The same catalytic residues (DDD motif at 175-177 and D291) are required for both its GSL and GPI substrate activities. Mass spec analysis of CD59-GPI showed that in WT HEK293 cells, approximately 2% of GPIs with a GalNAc side-chain were galactosylated, and this was abolished in B3GALT4-KO cells."
PMID32054864,reaction_2,GM2 ganglioside + UDP-Galactose -> GM1a ganglioside + UDP,Not specified,"This is the canonical reaction of B3GALT4. The study confirmed that the same catalytic residues are required for this reaction and for GPI galactosylation, demonstrating a shared catalytic mechanism for GSL and GPI substrates."
PMID32054864,reaction_3,Ceramide + UDP-Glucose -> Glucosylceramide + UDP,Not specified,"This reaction is the first step in GSL synthesis. The study showed it is essential for downstream GPI galactosylation because its product is a precursor for lactosylceramide, an enhancer of B3GALT4 activity on GPI substrates."
PMID32054864,reaction_4,Glucosylceramide + UDP-Galactose -> Lactosylceramide + UDP,Not specified,This reaction produces lactosylceramide (LacCer). The study showed that LacCer is required for efficient galactosylation of GPI-GalNAc by B3GALT4. B4GALT5 is the major synthase and B4GALT6 is a minor one in HEK293 cells.
PMID32055924,reaction_1,trans-cinnamic acid + NADPH + H+ + O2 -> 4-coumaric acid + NADP+ + H2O,Not specified,"The enzyme from Anthoceros agrestis was heterologously expressed in Physcomitrella patens (Pp_AaC4H). The reaction is driven by the endogenous NADPH:cytochrome P450 reductase of the moss. NADH could substitute for NADPH, resulting in about 20% of the activity. 3-Hydroxy- and 4-hydroxycinnamic acids were poorly converted (0.7% and 2.5% relative to cinnamic acid, respectively). Benzoic acid was not a substrate."
PMID32055924,reaction_2,trans-cinnamic acid + NADPH + H+ + O2 -> 4-coumaric acid + NADP+ + H2O,Not specified,"This represents the endogenous C4H activity from wild-type Physcomitrella patens (Pp_WT), which was characterized in parallel with the heterologously expressed enzyme. The activity is attributed to a mixture of endogenous C4H isoforms."
PMID32056499,reaction_1,2 Guaiacol + O2 -> 2 Oxidized Guaiacol + 2 H2O,Not specified,The K428 residue is proposed to act as a checkpoint for substrate conformation. The K428M mutant showed enhanced catalytic efficiency due to a higher turnover rate.
PMID32056499,reaction_2,Reactive Black B + O2 -> Decolorized products + H2O,Not specified,
PMID32056499,reaction_3,Reactive Black WNN + O2 -> Decolorized products + H2O,Not specified,
PMID32056499,reaction_4,Congo Red + O2 -> Decolorized products + H2O,Not specified,
PMID32056499,reaction_5,Remazol Brilliant Blue R + O2 -> Decolorized products + H2O,Not specified,
PMID32057065,reaction_1,Berovin-(2-hydroperoxycoelenterazine) + Ca2+ -> Berovin-(coelenteramide) + CO2 + light,No,"Wild-type berovin exhibits a urea-induced unfolding transition midpoint of 1.54 ± 0.09 M. The study suggests that a π-π interaction between Tyr13 and Tyr208 is crucial for maintaining a closed, solvent-inaccessible conformation of the active site, which is necessary for high bioluminescence activity."
PMID32057065,reaction_2,Apo-berovin + coelenterazine <=> Apo-berovin-coelenterazine complex,Yes,
PMID32059844,reaction_1,3-isopropylmalate + NAD+ -> 2-ketoisocaproate + CO2 + NADH + H+,No,The reaction is an irreversible oxidative decarboxylation. The study focused on characterizing the inhibition of the enzyme by O-isobutenyl oxalylhydroxamate (O-IbOHA).
PMID32060291,reaction_1,reduced Ferredoxin + Plastoquinone -> oxidized Ferredoxin + Plastoquinol,Not specified,"The study characterizes the Fd-NDH-1L complex, revealing regulatory roles for its oxygenic photosynthesis-specific (OPS) subunits. NdhV positively regulates the reaction by assisting ferredoxin binding. NdhO acts as a negative regulator. NdhL is essential for activity, likely by stabilizing the plastoquinone-binding cavity. NdhS serves as a structural anchor for NdhV."
PMID32060650,reaction_1,Methanol + DCPIP -> Formaldehyde + DCPIP(reduced),Not specified,"Untagged enzyme was used. Specific activity is an average of three technical replicates from Figure 5. Assay conditions: 50 mM MeOH, 100 μM DCPIP, 1 mM PES. PES was found to be a more stable electron acceptor than PMS and resulted in higher specific activity."
PMID32060650,reaction_2,Methanol + DCPIP -> Formaldehyde + DCPIP(reduced),Not specified,"Untagged enzyme was used. Specific activity is an average of three technical replicates using different PMS batches from Figure 5. Assay conditions: 50 mM MeOH, 100 μM DCPIP, 1 mM PMS. Different commercial batches of PMS yielded similar specific activities."
PMID32060650,reaction_3,Methanol + 2 Wurster's Blue -> Formaldehyde + 2 TMPD + 2 H+,Not specified,His-tagged enzyme was used. Specific activity value is estimated from Figure 9 at 200 µM Wurster's Blue (WB) and 50 mM MeOH. Activity showed a linear dependence on WB concentration in the 0-400 µM range. WB serves as both the electron acceptor and the chromogenic reporter.
PMID32060650,reaction_4,Methanol + 2 Wurster's Blue -> Formaldehyde + 2 TMPD + 2 H+,Not specified,Specific activity value is estimated from Figure 9 at 200 µM Wurster's Blue (WB) and 50 mM MeOH. Activity showed a linear dependence on WB concentration in the 0-400 µM range. The assay was performed at a suboptimal temperature (30°C) for this enzyme.
PMID32060694,reaction_1,1-Nitropropane (anionic) + O2 -> Propanal + Nitrite,Not specified,Preliminary results suggest peroxisomal localization in M. brunneum.
PMID32060694,reaction_2,2-Nitropropane (anionic) + O2 -> Acetone + Nitrite,Not specified,Preliminary results suggest peroxisomal localization in M. brunneum.
PMID32060694,reaction_3,Nitroethane (anionic) + O2 -> Acetaldehyde + Nitrite,Not specified,Preliminary results suggest peroxisomal localization in M. brunneum.
PMID32060694,reaction_4,1-Nitropropane (anionic) + O2 -> Propanal + Nitrite,Not specified,Preliminary results suggest peroxisomal localization in M. brunneum.
PMID32060694,reaction_5,2-Nitropropane (anionic) + O2 -> Acetone + Nitrite,Not specified,Preliminary results suggest peroxisomal localization in M. brunneum.
PMID32060694,reaction_6,Nitroethane (anionic) + O2 -> Acetaldehyde + Nitrite,Not specified,Preliminary results suggest peroxisomal localization in M. brunneum.
PMID32060694,reaction_7,1-Nitropropane (anionic) + O2 -> Propanal + Nitrite,Not specified,Preliminary results suggest peroxisomal localization in M. brunneum.
PMID32060694,reaction_8,2-Nitropropane (anionic) + O2 -> Acetone + Nitrite,Not specified,Preliminary results suggest peroxisomal localization in M. brunneum.
PMID32060694,reaction_9,Nitroethane (anionic) + O2 -> Acetaldehyde + Nitrite,Not specified,Preliminary results suggest peroxisomal localization in M. brunneum.
PMID32060694,reaction_10,1-Nitropropane (anionic) + O2 -> Propanal + Nitrite,Not specified,Preliminary results suggest peroxisomal localization in M. brunneum.
PMID32060694,reaction_11,2-Nitropropane (anionic) + O2 -> Acetone + Nitrite,Not specified,Preliminary results suggest peroxisomal localization in M. brunneum.
PMID32060694,reaction_12,Nitroethane (anionic) + O2 -> Acetaldehyde + Nitrite,Not specified,Preliminary results suggest peroxisomal localization in M. brunneum.
PMID32060694,reaction_13,1-Nitropropane (anionic) + O2 -> Propanal + Nitrite,Not specified,Preliminary results suggest peroxisomal localization in M. brunneum.
PMID32060694,reaction_14,2-Nitropropane (anionic) + O2 -> Acetone + Nitrite,Not specified,Preliminary results suggest peroxisomal localization in M. brunneum.
PMID32060694,reaction_15,Nitroethane (anionic) + O2 -> Acetaldehyde + Nitrite,Not specified,Preliminary results suggest peroxisomal localization in M. brunneum.
PMID32060694,reaction_16,1-Nitropropane (anionic) + O2 -> Propanal + Nitrite,Not specified,Preliminary results suggest peroxisomal localization in M. brunneum.
PMID32060694,reaction_17,2-Nitropropane (anionic) + O2 -> Acetone + Nitrite,Not specified,Preliminary results suggest peroxisomal localization in M. brunneum.
PMID32060694,reaction_18,Nitroethane (anionic) + O2 -> Acetaldehyde + Nitrite,Not specified,Preliminary results suggest peroxisomal localization in M. brunneum.
PMID32061966,reaction_1,Malonyl-CoA + 2 NADPH + 2 H+ -> 3-Hydroxypropionic acid + Coenzyme A + 2 NADP+,No,"The study focuses on metabolic engineering of the host to increase the supply of the substrate malonyl-CoA and the cofactor NADPH to improve 3HP production from methane. The wild-type M. trichosporium OB3b does not produce 3HP. The OB3b-MCRMP strain showed rapid degradation of 3HP in the bioreactor after 42 hours, coinciding with a decrease in cell growth and gas uptake."
PMID32067260,reaction_1,Aspartic acid + tRNAAsp + ATP -> Asp-tRNAAsp + AMP + PPi,Not specified,"WT ND-AspRS preferentially aspartylates tRNAAsp over tRNAAsn with a specificity ratio of 2.9. Assays were performed with 200 nM enzyme and 2 µM tRNA. The text states tRNAs were refolded and cooled to room temperature, implying the assay was likely run at room temperature (approximated as 25 °C)."
PMID32067260,reaction_2,Aspartic acid + tRNAAsn + ATP -> Asp-tRNAAsn + AMP + PPi,Not specified,"WT ND-AspRS aspartylates tRNAAsn, but with lower preference compared to tRNAAsp (specificity ratio of 2.9 in favor of tRNAAsp). Assays were performed with 200 nM enzyme and 2 µM tRNA. The text states tRNAs were refolded and cooled to room temperature, implying the assay was likely run at room temperature (approximated as 25 °C)."
PMID32073825,reaction_1,"GDP-D-mannose + Glc-β1,3-GalNAc-PP-CPh → Man-α1-P-6-Glc-β1,3-GalNAc-PP-CPh + GMP",Not specified,"This is the first mannosyl-1-phosphotransferase (ManPT) identified. The enzyme does not require a divalent metal ion for activity, and its activity is highest in the absence of metal ions or in the presence of EDTA."
PMID32073825,reaction_2,"GDP-2-azido-2-deoxy-D-mannose + Glc-β1,3-GalNAc-PP-CPh → 2-azido-2-deoxy-Man-α1-P-6-Glc-β1,3-GalNAc-PP-CPh + GMP",Not specified,Relative activity was 86% compared to the natural donor GDP-D-mannose.
PMID32073825,reaction_3,"GDP-2-amino-2-deoxy-D-mannose + Glc-β1,3-GalNAc-PP-CPh → 2-amino-2-deoxy-Man-α1-P-6-Glc-β1,3-GalNAc-PP-CPh + GMP",Not specified,Relative activity was 64% compared to the natural donor GDP-D-mannose.
PMID32073825,reaction_4,"GDP-4-azido-4-deoxy-D-mannose + Glc-β1,3-GalNAc-PP-CPh → 4-azido-4-deoxy-Man-α1-P-6-Glc-β1,3-GalNAc-PP-CPh + GMP",Not specified,Relative activity was 31% compared to the natural donor GDP-D-mannose.
PMID32073825,reaction_5,"GDP-2-fluoro-2-deoxy-D-mannose + Glc-β1,3-GalNAc-PP-CPh → 2-fluoro-2-deoxy-Man-α1-P-6-Glc-β1,3-GalNAc-PP-CPh + GMP",Not specified,Relative activity was 88% compared to the natural donor GDP-D-mannose.
PMID32073825,reaction_6,"GDP-D-talose + Glc-β1,3-GalNAc-PP-CPh → Tal-α1-P-6-Glc-β1,3-GalNAc-PP-CPh + GMP",Not specified,Relative activity was 48% compared to the natural donor GDP-D-mannose.
PMID32073825,reaction_7,"GDP-D-glucose + Glc-β1,3-GalNAc-PP-CPh → Glc-α1-P-6-Glc-β1,3-GalNAc-PP-CPh + GMP",Not specified,Relative activity was 66% compared to the natural donor GDP-D-mannose.
PMID32073825,reaction_8,"GDP-2-azido-2-deoxy-D-glucose + Glc-β1,3-GalNAc-PP-CPh → 2-azido-2-deoxy-Glc-α1-P-6-Glc-β1,3-GalNAc-PP-CPh + GMP",Not specified,Relative activity was 61% compared to the natural donor GDP-D-mannose.
PMID32073825,reaction_9,"GDP-2-amino-2-deoxy-D-glucose + Glc-β1,3-GalNAc-PP-CPh → 2-amino-2-deoxy-Glc-α1-P-6-Glc-β1,3-GalNAc-PP-CPh + GMP",Not specified,Relative activity was 67% compared to the natural donor GDP-D-mannose.
PMID32074393,reaction_1_SfaA,N-alkylglycine (1) + 2 2-oxoglutarate + 2 O2 -> alkylisonitrile (2) + 2 succinate + 3 CO2 + 2 H2O,Not specified,"The reaction is a four-electron oxidation involving two cycles of Fe/2OG enzyme catalysis. The stoichiometry of succinate produced to isonitrile product (2) was determined to be 2.3 for SfaA, suggesting two equivalents of 2OG are consumed per product formed. The reaction proceeds via a C5-hydroxylated intermediate (3), which was identified by 13C-NMR using 5-13C-1 as substrate. Mössbauer spectroscopy confirmed the involvement of a ferryl intermediate in the C-H activation step. Proposed intermediates cis-4 and 6 were tested but did not yield the final product (2)."
