literature_id,reaction_id,assay_type,assay_details,solvent_buffer,ph,ph_details,temperature_celsius,expression_host,expression_vector,expression_induction
PMID32060650,reaction_4,in vitro,Direct spectrophotometric assay,"100 mM multicomponent buffer (2.5 mM citric acid, 2.5 mM Bis–Tris, 2.5 mM Tris and 2.5 mM CHES)",7.2,,30.0,,,
PMID32060694,reaction_1,in vitro,Enzymatic assay with purified recombinant protein,Britton-Robinson’s buffer,6.5,,28.0,Escherichia coli BL21(DE3) pLysS,pRSET A (recombinant plasmid pGG468),"0.1 mM IPTG, 4 h, 37 °C"
PMID32060694,reaction_2,in vitro,Enzymatic assay with purified recombinant protein,Britton-Robinson’s buffer,6.5,,28.0,Escherichia coli BL21(DE3) pLysS,pRSET A (recombinant plasmid pGG468),"0.1 mM IPTG, 4 h, 37 °C"
PMID32060694,reaction_3,in vitro,Enzymatic assay with purified recombinant protein,Britton-Robinson’s buffer,6.5,,28.0,Escherichia coli BL21(DE3) pLysS,pRSET A (recombinant plasmid pGG468),"0.1 mM IPTG, 4 h, 37 °C"
PMID32060694,reaction_4,in vitro,Enzymatic assay with purified recombinant protein,Britton-Robinson’s buffer,6.5,,28.0,Escherichia coli BL21(DE3) pLysS,pRSET A (recombinant plasmid pGG469),"0.1 mM IPTG, 4 h, 37 °C"
PMID32060694,reaction_5,in vitro,Enzymatic assay with purified recombinant protein,Britton-Robinson’s buffer,6.5,,28.0,Escherichia coli BL21(DE3) pLysS,pRSET A (recombinant plasmid pGG469),"0.1 mM IPTG, 4 h, 37 °C"
PMID32060694,reaction_6,in vitro,Enzymatic assay with purified recombinant protein,Britton-Robinson’s buffer,6.5,,28.0,Escherichia coli BL21(DE3) pLysS,pRSET A (recombinant plasmid pGG469),"0.1 mM IPTG, 4 h, 37 °C"
PMID32060694,reaction_7,in vitro,Enzymatic assay with purified recombinant protein,Britton-Robinson’s buffer,6.5,,28.0,Escherichia coli BL21(DE3) pLysS,pRSET A (recombinant plasmid pGG673),"0.1 mM IPTG, 4 h, 37 °C"
PMID32060694,reaction_8,in vitro,Enzymatic assay with purified recombinant protein,Britton-Robinson’s buffer,6.5,,28.0,Escherichia coli BL21(DE3) pLysS,pRSET A (recombinant plasmid pGG673),"0.1 mM IPTG, 4 h, 37 °C"
PMID32060694,reaction_9,in vitro,Enzymatic assay with purified recombinant protein,Britton-Robinson’s buffer,6.5,,28.0,Escherichia coli BL21(DE3) pLysS,pRSET A (recombinant plasmid pGG673),"0.1 mM IPTG, 4 h, 37 °C"
PMID32060694,reaction_10,in vitro,Enzymatic assay with purified recombinant protein,Britton-Robinson’s buffer,6.5,,28.0,Escherichia coli BL21(DE3) pLysS,pRSET A (recombinant plasmid pGG674),"0.1 mM IPTG, 4 h, 37 °C"
PMID32060694,reaction_11,in vitro,Enzymatic assay with purified recombinant protein,Britton-Robinson’s buffer,6.5,,28.0,Escherichia coli BL21(DE3) pLysS,pRSET A (recombinant plasmid pGG674),"0.1 mM IPTG, 4 h, 37 °C"
PMID32060694,reaction_12,in vitro,Enzymatic assay with purified recombinant protein,Britton-Robinson’s buffer,6.5,,28.0,Escherichia coli BL21(DE3) pLysS,pRSET A (recombinant plasmid pGG674),"0.1 mM IPTG, 4 h, 37 °C"
PMID32060694,reaction_13,in vitro,Enzymatic assay with purified recombinant protein,Britton-Robinson’s buffer,6.5,,28.0,Escherichia coli BL21(DE3) pLysS,pRSET A (recombinant plasmid pGG675),"0.1 mM IPTG, 4 h, 37 °C"
PMID32060694,reaction_14,in vitro,Enzymatic assay with purified recombinant protein,Britton-Robinson’s buffer,6.5,,28.0,Escherichia coli BL21(DE3) pLysS,pRSET A (recombinant plasmid pGG675),"0.1 mM IPTG, 4 h, 37 °C"
PMID32060694,reaction_15,in vitro,Enzymatic assay with purified recombinant protein,Britton-Robinson’s buffer,6.5,,28.0,Escherichia coli BL21(DE3) pLysS,pRSET A (recombinant plasmid pGG675),"0.1 mM IPTG, 4 h, 37 °C"
PMID32060694,reaction_16,in vitro,Enzymatic assay with purified recombinant protein,Britton-Robinson’s buffer,6.5,,28.0,Escherichia coli BL21(DE3) pLysS,pRSET A (recombinant plasmid pGG654),"0.1 mM IPTG, 4 h, 37 °C"
PMID32060694,reaction_17,in vitro,Enzymatic assay with purified recombinant protein,Britton-Robinson’s buffer,6.5,,28.0,Escherichia coli BL21(DE3) pLysS,pRSET A (recombinant plasmid pGG654),"0.1 mM IPTG, 4 h, 37 °C"
PMID32060694,reaction_18,in vitro,Enzymatic assay with purified recombinant protein,Britton-Robinson’s buffer,6.5,,28.0,Escherichia coli BL21(DE3) pLysS,pRSET A (recombinant plasmid pGG654),"0.1 mM IPTG, 4 h, 37 °C"
PMID32061966,reaction_1,in vivo,Production in engineered Methylosinus trichosporium OB3b,Nitrate mineral salt (NMS) medium with 5 µM CuSO4,7.0,Maintained at 7.0 in bioreactor experiments. Flask pH not specified.,30.0,Methylosinus trichosporium OB3b,pAWP89,Expression under control of a strong Ptac promoter
PMID32067260,reaction_1,in vitro,"Aminoacylation assay using L-[2,3-3H] aspartic acid.","100 mM Hepes, 2 mM ATP, 4 mM MgCl2, 10 µM aspartic acid",7.5,,25.0,Escherichia coli DH5α,"pPTC001 (WT), pPC007 (Chimera-D), pPC008 (Chimera-N)",1 mM IPTG for 30 minutes
PMID32067260,reaction_2,in vitro,"Aminoacylation assay using L-[2,3-3H] aspartic acid.","100 mM Hepes, 2 mM ATP, 4 mM MgCl2, 10 µM aspartic acid",7.5,,25.0,Escherichia coli DH5α,"pPTC001 (WT), pPC007 (Chimera-D), pPC008 (Chimera-N)",1 mM IPTG for 30 minutes
PMID32073825,reaction_1,in vitro,Enzyme kinetics and substrate specificity assays with purified recombinant enzyme.,50 mM Tris-HCl,8.0,,37.0,Escherichia coli BL21(DE3),pMCSG7,"0.1 mM IPTG, 16 °C, 20 h"
PMID32073825,reaction_2,in vitro,Donor substrate specificity study.,50 mM Tris-HCl,8.0,,37.0,Escherichia coli BL21(DE3),pMCSG7,"0.1 mM IPTG, 16 °C, 20 h"
PMID32073825,reaction_3,in vitro,Donor substrate specificity study.,50 mM Tris-HCl,8.0,,37.0,Escherichia coli BL21(DE3),pMCSG7,"0.1 mM IPTG, 16 °C, 20 h"
PMID32073825,reaction_4,in vitro,Donor substrate specificity study.,50 mM Tris-HCl,8.0,,37.0,Escherichia coli BL21(DE3),pMCSG7,"0.1 mM IPTG, 16 °C, 20 h"
PMID32073825,reaction_5,in vitro,Donor substrate specificity study.,50 mM Tris-HCl,8.0,,37.0,Escherichia coli BL21(DE3),pMCSG7,"0.1 mM IPTG, 16 °C, 20 h"
PMID32073825,reaction_6,in vitro,Donor substrate specificity study.,50 mM Tris-HCl,8.0,,37.0,Escherichia coli BL21(DE3),pMCSG7,"0.1 mM IPTG, 16 °C, 20 h"
PMID32073825,reaction_7,in vitro,Donor substrate specificity study.,50 mM Tris-HCl,8.0,,37.0,Escherichia coli BL21(DE3),pMCSG7,"0.1 mM IPTG, 16 °C, 20 h"
PMID32073825,reaction_8,in vitro,Donor substrate specificity study.,50 mM Tris-HCl,8.0,,37.0,Escherichia coli BL21(DE3),pMCSG7,"0.1 mM IPTG, 16 °C, 20 h"
PMID32073825,reaction_9,in vitro,Donor substrate specificity study.,50 mM Tris-HCl,8.0,,37.0,Escherichia coli BL21(DE3),pMCSG7,"0.1 mM IPTG, 16 °C, 20 h"
PMID32074393,reaction_1_SfaA,in vitro,"LC-MS for product quantification, 13C-NMR for intermediate identification, and Mössbauer spectroscopy for ferryl intermediate detection.",Not specified,,,,,,
PMID32074393,reaction_2_ScoE,in vitro,LC-MS for product quantification and X-ray crystallography for structural analysis.,Not specified,,,,,,
PMID32074393,reaction_3_Sav607,in vitro,LC-MS for product quantification.,Not specified,,,,,,
PMID32080177,reaction_1,in vitro,"Activity was confirmed by MALDI-TOF MS using 5-aminopentyl G0, by glycan microarray analysis on a panel of N-glycans, and the reaction complex was characterized by X-ray crystallography.","25 mM Tris, 150 mM NaCl",7.5,pH 7.5 was used for activity assays. Crystallization was at pH 8.5.,,HEK293F cells,pHLSec-12His-GFP-TEV-HsFUT8,Transient transfection using PEI-MAX. Valproic acid (2.2 mM) was added 24 hours post-transfection. Protein harvested from supernatant 6 days post-transfection.
PMID32082134,reaction_1,in vivo,Phosphorylation levels were measured in cerebral cortex lysates from 12-month-old 3xTg-AD mice using Western blotting and Immunohistochemistry. The study manipulated miR-369 levels to observe changes in phosphorylation.,RIPA buffer with a proteinase inhibitor (for tissue lysis),,,,Mus musculus (3xTg-AD mice),,
PMID32082134,reaction_2,in vivo,Phosphorylation levels were measured in cerebral cortex lysates from 12-month-old 3xTg-AD mice using Western blotting and Immunohistochemistry. The study manipulated miR-369 levels to observe changes in phosphorylation.,RIPA buffer with a proteinase inhibitor (for tissue lysis),,,,Mus musculus (3xTg-AD mice),,
PMID32085442,reaction_1,in vivo,"The enzyme's function was investigated by analyzing knockout (lacs2-3) and overexpression (LACS2-OEs) Arabidopsis lines. Experiments involved profiling downstream metabolites (cuticular wax and cutin monomers) and measuring physiological parameters like cuticle permeability, chlorophyll leaching, water loss, and ion leakage.","Plants were grown on solid Murashige and Skoog (MS) medium with 1% sucrose, then transplanted to soil.",,,22.0,Arabidopsis thaliana,,Constitutive expression driven by the UBQ10 promoter in transgenic Arabidopsis lines.
PMID32085896,reaction_1,in vitro,DNA cleavage assay using FAM-labeled DNA substrate,"50 mM HEPES pH 7.2, 50 mM NaCl, 10 mM MgCl2, 1 mM DTT, 5% glycerol and 15% DMSO",7.2,Standard assay pH. Optimum pH is 8.0-9.0.,37.0,Escherichia coli BL21 (DE3) pLysS,pGEX-6P-1,0.2 mM IPTG at 18 C overnight
PMID32085896,reaction_2,in vitro,DNA cleavage assay using FAM-labeled DNA substrate,"50 mM HEPES pH 7.2, 50 mM NaCl, 10 mM MgCl2, 1 mM DTT, 5% glycerol and 15% DMSO",7.2,,37.0,Escherichia coli BL21 (DE3) pLysS,pGEX-6P-1,0.2 mM IPTG at 18 C overnight
PMID32085896,reaction_3,in vitro,DNA cleavage assay using FAM-labeled DNA substrate,"50 mM HEPES pH 7.2, 50 mM NaCl, 10 mM MgCl2, 1 mM DTT, 5% glycerol and 15% DMSO",7.2,,37.0,Escherichia coli BL21 (DE3) pLysS,pGEX-6P-1,0.2 mM IPTG at 18 C overnight
PMID32085896,reaction_4,in vitro,DNA cleavage assay using FAM-labeled DNA substrate,"50 mM HEPES pH 7.2, 50 mM NaCl, 10 mM MgCl2, 1 mM DTT, 5% glycerol and 15% DMSO",7.2,,37.0,Escherichia coli BL21 (DE3) pLysS,pGEX-6P-1,0.2 mM IPTG at 18 C overnight
PMID32085896,reaction_5,in vitro,DNA cleavage assay using FAM-labeled DNA substrate,"50 mM HEPES pH 7.2, 50 mM NaCl, 10 mM MgCl2, 1 mM DTT, 5% glycerol and 15% DMSO",7.2,,37.0,Escherichia coli BL21 (DE3) pLysS,pGEX-6P-1,0.2 mM IPTG at 18 C overnight
PMID32085896,reaction_6,in vitro,DNA cleavage assay using FAM-labeled DNA substrate,"50 mM HEPES pH 7.2, 50 mM NaCl, 10 mM MgCl2, 1 mM DTT, 5% glycerol and 15% DMSO",7.2,,37.0,Escherichia coli BL21 (DE3) pLysS,pGEX-6P-1,0.2 mM IPTG at 18 C overnight
PMID32086045,reaction_1,in vitro,Enzyme activity assay measuring relative activity at various pH values.,Various buffers used for pH range: citrate buffer (pH 2-6); phosphate buffer (pH 6-7); Tris (pH 7-9); sodium carbonate buffer (pH 9-11).,,Activity was measured across a pH range of 2 to 11. Optimal activity was observed at pH 8.,37.0,E. coli BL21,pET28a(+),"0.5 mM IPTG, 30 °C, overnight"
PMID32086051,reaction_1,in vitro,Enzyme inhibition assay monitoring the decrease in NADPH absorbance at 340 nm.,0.1 M Potassium Phosphate buffer,7.2,pH of the homogenization buffer; assay buffer pH not explicitly stated.,37.0,,,
PMID32086387,reaction_1,in vitro,"Activity assessed in human endothelial cell cultures (HRvEC, HUVEC) by immunoblotting for the phosphorylated product, p-ACC (Ser79), following ZIKV infection and/or drug treatment.","F12K media supplemented with 10% FBS, 1% penicillin–streptomycin, endothelial cell growth supplement (6 mg/ml), and heparin (0.1 mg/ml).",7.4,Inferred from standard cell culture conditions.,37.0,Endogenous expression in primary human retinal vascular endothelial cells (HRvEC) and human umbilical vein endothelial cells (HUVEC).,,
PMID32087552,reaction_1,in vitro,Biochemical characterization reviewed from multiple studies.,,,,,,,
PMID32087552,reaction_2,in vitro,Biochemical characterization reviewed from multiple studies.,,,Activity is increased by acidic conditions.,,,,
PMID32087552,reaction_3,in vitro,Biochemical characterization reviewed from multiple studies.,,,,,,,
PMID32087552,reaction_4,in vitro,Assayed based on the oxidation of soya bean phospholipid liposomes.,,,,,,,
PMID32090335,reaction_1,in vitro,"Multiple assays conducted: kinetic characterization (coupled colorimetric DA-67 assay), stability tests, and histamine reduction experiments (quantified by RP-HPLC).",25 mM PIPES (for kinetics) or 20 mM sodium phosphate buffer (for reduction/stability),7.2,"pH 7.2 for kinetics, pH 8.0 for reduction/stability in buffer, and pH 5.8 for stability in FeSSIF.",37.0,Natural source (porcine kidney),,
PMID32092071,reaction_1,in vivo,"Growth assays of wild-type and mutant strains on various methanogenic substrates (methanol, TMA, DMS, acetate) were used to assess enzyme function. In vitro thermal stability of the purified enzyme complex was also measured via a SYPRO Orange–based Thermofluor assay.",bicarbonate-buffered HS liquid medium,,"Bicarbonate-buffered medium used for growth assays. For in vitro Thermofluor assays, the buffer was 50 mM NaH2PO4, 300 mM NaCl, 50 mM biotin, pH = 8.0.",36.0,Methanosarcina acetivorans,,
PMID32092071,reaction_2,in vivo,The gene mcmA (MA4545) was deleted in M. acetivorans. The McrA protein from the mutant was purified and analyzed by MALDI-TOF-MS to confirm the loss of the S-methylcysteine modification.,bicarbonate-buffered HS liquid medium,,,37.0,Methanosarcina acetivorans,,
PMID32094184,reaction_1,in vitro,Spectrophotometric activity assay measuring reduction of electron acceptor.,25 mM borate buffer,9.5,,30.0,Escherichia coli,,
PMID32094184,reaction_2,in vitro,Spectrophotometric activity assay measuring reduction of electron acceptor.,25 mM borate buffer,9.5,,30.0,Escherichia coli,,
PMID32094184,reaction_3,in vitro,Spectrophotometric activity assay measuring reduction of electron acceptor.,25 mM borate buffer,9.5,,30.0,Escherichia coli,,
PMID32094331,reaction_1,in vitro,Isothermal titration calorimetry (ITC) was used to measure binding affinity of the enzyme to the insoluble substrate LRP. Pull-down assays were also performed with LRP.,20 mM MES buffer pH 6,6.0,Condition for ITC binding assay.,5.0,Pichia pastoris X-33,pPICZαA,
PMID32098824,reaction_1,in vivo,Sulfide oxidation by recombinant E. coli cell suspension expressing SQR.,50 mM Tris buffer,8.0,pH inferred from similar assays in the same study.,,Escherichia coli BL21(DE3),pBBR5-sqr,
PMID32098824,reaction_2,in vivo,Sulfide oxidation by recombinant E. coli cell suspension co-expressing SQR and PDO.,50 mM Tris buffer,8.0,pH inferred from similar assays in the same study.,,Escherichia coli BL21(DE3),pBBR5-sqr-pdo,
PMID32098824,reaction_3,in vivo,Sulfide oxidation by whole-cell suspension of Synechococcus sp. PCC7002.,50 mM Tris buffer,8.0,,30.0,,,
PMID32099742,reaction_1,in vitro,Standard assay for kinetics and characterization. A separate whole-cell bioconversion was also performed.,0.1 M potassium phosphate buffer,7.0,,30.0,Escherichia coli BL21 (DE3),pET28a-lrldh,"10 g/L lactose at 28 °C, 150 rpm for 12 h"
PMID32099742,reaction_2,in vitro,Substrate specificity assay.,0.1 M potassium phosphate buffer,7.0,,35.0,,,
PMID32099742,reaction_3,in vitro,Substrate specificity assay.,0.1 M potassium phosphate buffer,7.0,,35.0,,,
PMID32099742,reaction_4,in vitro,Substrate specificity assay.,0.1 M potassium phosphate buffer,7.0,,35.0,,,
PMID32099742,reaction_5,in vitro,Substrate specificity assay.,0.1 M potassium phosphate buffer,7.0,,35.0,,,
PMID32099742,reaction_6,in vitro,Substrate specificity assay.,0.1 M potassium phosphate buffer,7.0,,35.0,,,
PMID32099742,reaction_7,in vitro,Substrate specificity assay.,0.1 M potassium phosphate buffer,7.0,,35.0,,,
PMID32099742,reaction_8,in vitro,Substrate specificity assay.,0.1 M potassium phosphate buffer,7.0,,35.0,,,
PMID32099742,reaction_9,in vitro,Substrate specificity assay.,0.1 M potassium phosphate buffer,7.0,,35.0,,,
PMID32101345,reaction_1,in vitro,Steady-state kinetic assays and gram-scale synthesis.,"50 mM sodium dihydrogen phosphate buffer, pH 7.0, 3 mM β-mercaptoethanol",7.0,,40.0,E. coli KRX,pJF23,"For pilot-scale: induction with 1 g/L L-rhamnose, temperature shifted to 16°C for 14h."
PMID32101345,reaction_2,in vitro,Steady-state kinetic assays.,"50 mM sodium dihydrogen phosphate buffer, pH 7.0, 3 mM β-mercaptoethanol",7.0,,40.0,E. coli KRX,pJF23,"For pilot-scale: induction with 1 g/L L-rhamnose, temperature shifted to 16°C for 14h."
PMID32101363,reaction_1,in vitro,Activity assessment on NB4 cell lysate using a kit.,,,,,,,
PMID32101363,reaction_2,in vitro,Activity assessment on isolated mitochondria from NB4 cells and oxygen consumption rate in permeabilized NB4 cells.,,,,,,,
PMID32101363,reaction_3,in vitro,Activity assessment on isolated mitochondria from NB4 cells and oxygen consumption rate in permeabilized NB4 cells.,,,,,,,
PMID32101363,reaction_4,in vitro,Activity assessment on isolated mitochondria from NB4 cells.,,,,,,,
PMID32101363,reaction_5,in vitro,Activity assessment on isolated mitochondria from NB4 cells.,,,,,,,
PMID32102842,reaction_1,in vitro,Enzyme kinetic assay coupled to NADH oxidation via pyruvate kinase and lactate dehydrogenase.,"100 mM Tris-HCl, pH 8.0, 4 mM MgCl2, 10 mM KCl, 10 mM DL-Dithiothreitol (DTT), 0.3 mM NADH, 5 U pyruvate kinase (PK), 5 U Lactate dehydrogenase (LDH), 0.5 mM phosphoenolpyruvate (PEP) and 1 mM ATP",8.0,,25.0,Escherichia coli BL21 (DE3),pET28a or pMCSG7,"1 mM IPTG, 30°C, 16 hours"
PMID32102842,reaction_2,in vitro,Enzyme kinetic assay coupled to NADH oxidation via pyruvate kinase and lactate dehydrogenase.,"100 mM Tris-HCl, pH 8.0, 4 mM MgCl2, 10 mM KCl, 10 mM DL-Dithiothreitol (DTT), 0.3 mM NADH, 5 U pyruvate kinase (PK), 5 U Lactate dehydrogenase (LDH), 0.5 mM phosphoenolpyruvate (PEP) and 1 mM ATP",8.0,,25.0,Escherichia coli BL21 (DE3),pET28a,"1 mM IPTG, 30°C, 16 hours"
PMID32103318,reaction_1,in vitro,Kinetic parameter determination for wild-type and mutant enzymes.,100 mM Tris-HCl buffer,8.5,,37.0,Escherichia coli BL21(DE3),pET28a-gshA,"0.4 mM IPTG, 30°C for 16 h"
PMID32103318,reaction_2,in vitro,"Kinetic studies, high-throughput screening, and small-scale production.",100 mM Tris-HCl buffer,8.5,,37.0,Escherichia coli BL21(DE3),pET28a-gshA,"0.4 mM IPTG, 30°C for 16 h"
PMID32103318,reaction_3,in vitro,PPK activity assay and use in a coupled reaction system for ATP regeneration.,100 mM Tris-HCl,8.5,,37.0,Escherichia coli BW25113,pBAD/Myc-HisC,"0.1 mM L-arabinose, 30°C for 16 h"
PMID32105687,reaction_1,in vitro,Coupled assay with pyruvate kinase (PK) and lactate dehydrogenase (LDH) monitoring NADH oxidation.,"0.1 M HEPES (pH 7.5), 100 mM KCl, 1.5 mM ATP, 1 mM MgSO4, 1 mM phosphoenolpyruvate, 0.2 mM NADH, 2.5% (v/v) DMSO, 2% (v/v) glycerol, 1.6 U/ml PK and 2.3 U/ml LDH",7.5,,37.0,Escherichia coli BL21 – Codon Plus (DE3) RIL,pET28a(+),"0.5 mM IPTG, 18°C, 20 h"
PMID32105687,reaction_2,in vitro,Coupled assay with pyruvate kinase (PK) and lactate dehydrogenase (LDH) monitoring NADH oxidation.,"0.1 M HEPES (pH 7.5), 100 mM KCl, 1.5 mM ATP, 1 mM MgSO4, 1 mM phosphoenolpyruvate, 0.2 mM NADH, 2.5% (v/v) DMSO, 2% (v/v) glycerol, 1.6 U/ml PK and 2.3 U/ml LDH",7.5,,37.0,Escherichia coli BL21 – Codon Plus (DE3) RIL,pET28a(+),"0.5 mM IPTG, 18°C, 20 h"
PMID32105687,reaction_3,in vitro,Coupled assay with pyruvate kinase (PK) and lactate dehydrogenase (LDH) monitoring NADH oxidation.,"0.1 M HEPES (pH 7.5), 100 mM KCl, 1.5 mM ATP, 1 mM MgSO4, 1 mM phosphoenolpyruvate, 0.2 mM NADH, 2.5% (v/v) DMSO, 2% (v/v) glycerol, 1.6 U/ml PK and 2.3 U/ml LDH",7.5,,37.0,Escherichia coli BL21 – Codon Plus (DE3) RIL,pET28a(+),"0.5 mM IPTG, 18°C, 20 h"
