literature_id,reaction_id,inhibitor_name,inhibition_type,inhibitor_smiles,synonyms,activity_qualitative,inhibition_qualitative,details,notes
PMID33058282,reaction_1,L-serine,No inhibition observed,,,,,,
PMID33059448,reaction_1,Brassinosteroids (BRs),"Negative regulation of activity, primarily through downregulation of gene expression in vivo.",,,,,,
PMID33063604,reaction_1,EDTA,Inferred from metal dependence,,,,,,
PMID33063604,reaction_1,Cellobionic acid,Product inhibition,,,,,,
PMID33063604,reaction_2,EDTA,Inferred from metal dependence,,,,,,
PMID33063604,reaction_3,EDTA,Inferred from metal dependence,,,,,,
PMID33063604,reaction_4,EDTA,Inferred from metal dependence,,,,,,
PMID33063604,reaction_5,EDTA,Inferred from metal dependence,,,,,,
PMID33065002,reaction_1,SidK,Partial inhibition,,,,,,
PMID33067793,reaction_2,Formaldehyde,Substrate inhibition,,,,,High levels of formaldehyde posed an inhibitory effect on the enzymatic degradation.,
PMID33067793,reaction_4,Formaldehyde,Substrate inhibition,,,,,High levels of formaldehyde posed an inhibitory effect on the enzymatic degradation.,
PMID33074120,reaction_1,3a,Not specified,,,,,,
PMID33074120,reaction_1,3b,Not specified,,,,,,
PMID33074120,reaction_1,3c,Not specified,,,,,,
PMID33074120,reaction_1,3d,Not specified,,,,,,
PMID33074120,reaction_1,3e,Not specified,,,,,,
PMID33074120,reaction_1,3f,Not specified,,,,,,
PMID33074120,reaction_1,3g,Not specified,,,,,,
PMID33074120,reaction_1,3h,Not specified,,,,,,
PMID33074120,reaction_1,3i,Not specified,,,,,,
PMID33074120,reaction_1,3j,Not specified,,,,,,
PMID33074120,reaction_1,3k,Not specified,,,,,,
PMID33074120,reaction_1,3l,Not specified,,,,,,
PMID33074120,reaction_1,3m,Not specified,,,,,,
PMID33074120,reaction_1,3n,Not specified,,,,,,
PMID33074120,reaction_1,leflunomide,Not specified,,,,,,
PMID33074120,reaction_1,brequinar,Not specified,,,,,,
PMID33081987,reaction_1,Compound 1,,,,,,,
PMID33081987,reaction_1,"A-2,5",,,,,,,
PMID33081987,reaction_1,"A-2,10",,,,,,,
PMID33081987,reaction_1,"A-2,12",,,,,,,
PMID33081987,reaction_1,"A-2,13",,,,,,,
PMID33081987,reaction_1,"A-2,20",,,,,,,
PMID33081987,reaction_1,"B-1,3",,,,,,,
PMID33081987,reaction_1,"C-1,12",,,,,,,
PMID33081987,reaction_1,"C-1,16",,,,,,,
PMID33081987,reaction_1,"D-2,4",,,,,,,
PMID33081987,reaction_1,"D-2,12",,,,,,,
PMID33081987,reaction_1,"D-3,4",,,,,,,
PMID33081987,reaction_1,"D-3,7",,,,,,,
PMID33081987,reaction_1,Compound 25,,,,,,,
PMID33081987,reaction_1,Compound 26,,,,,,,
PMID33081987,reaction_2,Compound 1,,,,,,,
PMID33081987,reaction_2,Compound 2,,,,,,,
PMID33081987,reaction_2,Compound 3,,,,,,,
PMID33081987,reaction_2,Compound 4b,,,,,,,
PMID33081987,reaction_2,Compound 5,,,,,,,
PMID33081987,reaction_2,Compound 6,,,,,,,
PMID33081987,reaction_2,Compound 7,,,,,,,
PMID33082972,reaction_1,zinc protoporphyrin IX,Not specified,,,,,,
PMID33090543,reaction_1,Thiourea,,,,,,,"Relative activity at 0.1 mM: 85.78%, 1 mM: 40.39%, 5 mM: 22.32%, 10 mM: 0% (complete inhibition)."
PMID33090543,reaction_1,L-cysteine,,,,,,,"Relative activity at 0.1 mM: 85.06%, 1 mM: 46.78%, 5 mM: 23.76%, 10 mM: 8.53%."
PMID33090543,reaction_1,Ascorbic acid,,,,,,,"Relative activity at 0.1 mM: 98.28%, 1 mM: 100.51%, 5 mM: 83.81%, 10 mM: 21.00%."
PMID33090543,reaction_1,Sodium sulfite,,,,,,,"Relative activity at 0.1 mM: 101.31%, 1 mM: 85.33%, 5 mM: 81.46%, 10 mM: 19.34%."
PMID33090543,reaction_1,Kojic acid,,,,,,,"Relative activity at 1 mM: 93.91%, 5 mM: 79.54%, 10 mM: 69.79%."
PMID33090543,reaction_1,β-cyclodextrin,,,,,,,"Relative activity at 1 mM: 89.77%, 5 mM: 79.87%, 10 mM: 72.44%."
PMID33090543,reaction_1,Citric acid,,,,,,,"Relative activity at 1 mM: 95.78%, 5 mM: 91.09%, 10 mM: 83.79%."
PMID33090543,reaction_1,EDTA,,,,,,,"Relative activity at 0.1 mM: 98.00%, 1 mM: 96.24%. No significant inhibition observed."
PMID33090543,reaction_6,Thiourea,,,,,,,"Relative activity at 0.1 mM: 77.29%, 1 mM: 46.06%, 5 mM: 28.68%, 10 mM: 0% (complete inhibition)."
PMID33090543,reaction_6,L-cysteine,,,,,,,"Relative activity at 0.1 mM: 94.34%, 1 mM: 48.37%, 5 mM: 29.51%, 10 mM: 7.33%."
PMID33090543,reaction_6,Ascorbic acid,,,,,,,"Relative activity at 0.1 mM: 91.72%, 1 mM: 91.90%, 5 mM: 51.57%, 10 mM: 31.34%."
PMID33090543,reaction_6,Sodium sulfite,,,,,,,"Relative activity at 0.1 mM: 84.52%, 1 mM: 95.76%, 5 mM: 36.94%, 10 mM: 18.57%."
PMID33090543,reaction_6,Kojic acid,,,,,,,"Relative activity at 1 mM: 99.80%, 5 mM: 83.18%, 10 mM: 70.43%."
PMID33090543,reaction_6,β-cyclodextrin,,,,,,,"Relative activity at 1 mM: 92.77%, 5 mM: 90.29%, 10 mM: 88.67%."
PMID33090543,reaction_6,Citric acid,,,,,,,"Activated the enzyme. Relative activity at 1 mM: 117.68%, 5 mM: 117.43%, 10 mM: 125.06%."
PMID33090543,reaction_6,EDTA,,,,,,,"Relative activity at 0.1 mM: 97.92%, 1 mM: 97.96%. No significant inhibition observed."
PMID33090543,reaction_11,Thiourea,,,,,,,"Relative activity at 0.1 mM: 81.00%, 1 mM: 35.72%, 5 mM: 23.24%, 10 mM: 0% (complete inhibition)."
PMID33090543,reaction_11,L-cysteine,,,,,,,"Relative activity at 0.1 mM: 86.14%, 1 mM: 37.05%, 5 mM: 10.26%, 10 mM: 2.35%."
PMID33090543,reaction_11,Ascorbic acid,,,,,,,"Relative activity at 0.1 mM: 96.77%, 1 mM: 65.87%, 5 mM: 44.99%, 10 mM: 34.11%."
PMID33090543,reaction_11,Sodium sulfite,,,,,,,"Relative activity at 0.1 mM: 101.81%, 1 mM: 89.75%, 5 mM: 62.45%, 10 mM: 19.34% (value for 10mM appears to be from L. lancifolium Thunb column in source table, likely a typo)."
PMID33090543,reaction_11,Kojic acid,,,,,,,"Relative activity at 1 mM: 92.86%, 5 mM: 73.91%, 10 mM: 71.52%."
PMID33090543,reaction_11,β-cyclodextrin,,,,,,,"Relative activity at 1 mM: 102.49%, 5 mM: 96.09%, 10 mM: 89.85%."
PMID33090543,reaction_11,Citric acid,,,,,,,"Relative activity at 1 mM: 105.31%, 5 mM: 103.21%, 10 mM: 88.77%."
PMID33090543,reaction_11,EDTA,,,,,,,"Relative activity at 0.1 mM: 96.76%, 1 mM: 97.42%. No significant inhibition observed."
PMID33110062,reaction_1,finasteride,Irreversible (mechanism-based),,,,,,
PMID33114668,reaction_1,3a,,,,,,,
PMID33114668,reaction_1,3b,,,,,,,
PMID33114668,reaction_1,3c,,,,,,,
PMID33114668,reaction_1,3d,,,,,,,
PMID33114668,reaction_1,3e,,,,,,,
PMID33114668,reaction_1,3f,,,,,,,
PMID33114668,reaction_1,3g,,,,,,,
PMID33114668,reaction_1,3h,,,,,,,
PMID33114668,reaction_1,3i,,,,,,,
PMID33114668,reaction_1,3j,,,,,,,
PMID33114668,reaction_1,3k,,,,,,,
PMID33114668,reaction_1,3l,,,,,,,
PMID33114668,reaction_1,3m,,,,,,,
PMID33114668,reaction_1,3n,,,,,,,
PMID33114668,reaction_1,3o,,,,,,,
PMID33114668,reaction_1,3p,,,,,,,
PMID33114668,reaction_1,4,,,,,,,
PMID33114668,reaction_1,7,,,,,,,
PMID33114668,reaction_1,11a,,,,,,,
PMID33114668,reaction_1,11b,,,,,,,
PMID33114668,reaction_1,11c,,,,,,,
PMID33114668,reaction_1,11d,,,,,,,
PMID33114668,reaction_1,11e,,,,,,,
PMID33114668,reaction_2,11c,,,,,,,
PMID33114668,reaction_2,11e,,,,,,,
PMID33114668,reaction_3,11c,,,,,,,
PMID33114668,reaction_3,11e,,,,,,,
PMID33114668,reaction_4,11c,,,,,,,
PMID33114668,reaction_4,11e,,,,,,,
PMID33114668,reaction_5,11c,,,,,,,
PMID33114668,reaction_5,11e,,,,,,,
PMID33122026,reaction_1,NAD+,Product inhibition,,,,,,
PMID33122026,reaction_2,NADP+,Product inhibition,,,,,,
PMID33122065,reaction_1,Co2+,Activity reduced to 77% of control at 1 mM concentration.,,,,,,
PMID33122065,reaction_1,Na+,Activity reduced to 69% of control at 1 mM concentration.,,,,,,
PMID33122065,reaction_1,Ag+,Activity reduced to 64% of control at 1 mM concentration.,,,,,,
PMID33122065,reaction_1,EDTA,Activity reduced to 59% of control at 1 mM concentration.,,,,,,
PMID33128494,reaction_1,mesotrione,Competitive,,,,,,
PMID33128494,reaction_1,A7,Competitive,,,,,,
PMID33128494,reaction_1,B14,Competitive,,,,,,
PMID33128494,reaction_1,B18,Competitive,,,,,,
PMID33129593,reaction_1,35,Non-covalent,,,,,,
PMID33129593,reaction_1,39,Non-covalent,,,,,,
PMID33129593,reaction_1,46,Non-covalent,,,,,,
PMID33129593,reaction_1,candesartan cilexetic (CDC),Non-covalent,,,,,,
PMID33129593,reaction_1,MLN4924,Covalent,,,,,,
PMID33140461,reaction_1,Mn2+,Partial inhibition,,,,,,Activity reduced to 85% at 2mM and 59% at 5mM.
PMID33140461,reaction_1,Co2+,Strong inhibition,,,,,,Activity reduced to 56% at 2mM and 21% at 5mM.
PMID33140461,reaction_1,Cu2+,Strong inhibition,,,,,,Activity reduced to 54% at 2mM and 15% at 5mM.
PMID33140461,reaction_1,Hg2+,Strong inhibition,,,,,,Activity reduced to 15% at 2mM and 7.2% at 5mM.
PMID33140461,reaction_2,Co2+,Partial inhibition,,,,,,Activity reduced to 99% at 2mM and 80% at 5mM.
PMID33140461,reaction_2,Cu2+,Partial inhibition,,,,,,Activity reduced to 80% at 2mM and 74% at 5mM.
PMID33140461,reaction_2,Hg2+,Partial inhibition,,,,,,Activity reduced to 78% at 2mM and 67% at 5mM.
PMID33142415,reaction_1_nfk_assay,INCB024360,,,,,,,
PMID33142415,reaction_1_nfk_assay,1-L-MT,,,,,,,
PMID33142415,reaction_1_nfk_assay,680C91,,,,,,,
PMID33142415,reaction_1_nfk_assay,LM10,,,,,,,
PMID33142415,reaction_1_nfk_assay,5a,,,,,,,
PMID33142415,reaction_1_nfk_assay,5b,,,,,,,
PMID33142415,reaction_1_nfk_assay,5e,,,,,,,
PMID33142415,reaction_1_nfk_assay,5f,,,,,,,
PMID33142415,reaction_2_kyn_adduct_assay,INCB024360,,,,,,,
PMID33142415,reaction_2_kyn_adduct_assay,1-L-MT,,,,,,,
PMID33142415,reaction_2_kyn_adduct_assay,680C91,,,,,,,
PMID33142415,reaction_2_kyn_adduct_assay,LM10,,,,,,,
PMID33142415,reaction_2_kyn_adduct_assay,5a,,,,,,,
PMID33142415,reaction_2_kyn_adduct_assay,5b,,,,,,,
PMID33142415,reaction_2_kyn_adduct_assay,5e,,,,,,,
PMID33142415,reaction_2_kyn_adduct_assay,5f,,,,,,,
PMID33142415,reaction_3_nfk_assay,INCB024360,,,,,,,
PMID33142415,reaction_3_nfk_assay,1-L-MT,,,,,,,
PMID33142415,reaction_3_nfk_assay,680C91,,,,,,,
PMID33142415,reaction_3_nfk_assay,LM10,,,,,,,
PMID33142415,reaction_3_nfk_assay,5a,,,,,,,
PMID33142415,reaction_3_nfk_assay,5b,,,,,,,
PMID33142415,reaction_3_nfk_assay,5e,,,,,,,
PMID33142415,reaction_3_nfk_assay,5f,,,,,,,
PMID33142415,reaction_4_kyn_adduct_assay,INCB024360,,,,,,,
PMID33142415,reaction_4_kyn_adduct_assay,1-L-MT,,,,,,,
PMID33142415,reaction_4_kyn_adduct_assay,680C91,,,,,,,
PMID33142415,reaction_4_kyn_adduct_assay,LM10,,,,,,,
PMID33142415,reaction_4_kyn_adduct_assay,5a,,,,,,,
PMID33142415,reaction_4_kyn_adduct_assay,5b,,,,,,,
PMID33142415,reaction_4_kyn_adduct_assay,5e,,,,,,,
PMID33142415,reaction_4_kyn_adduct_assay,5f,,,,,,,
PMID33142418,reaction_1,Compound 3,,,,,,,
PMID33142418,reaction_1,Compound 14a,,,,,,,
PMID33142418,reaction_1,Compound 14b,,,,,,,
PMID33142418,reaction_1,Compound 14c,,,,,,,
PMID33142418,reaction_1,Compound 14d,,,,,,,
PMID33142418,reaction_1,Compound 14e,,,,,,,
PMID33142418,reaction_1,Compound 14f,,,,,,,
PMID33142418,reaction_1,Compound 14g,,,,,,,
PMID33142418,reaction_1,Compound 14h,,,,,,,
PMID33142418,reaction_1,Compound 14i,,,,,,,
PMID33142418,reaction_1,Compound 14j,,,,,,,
PMID33142418,reaction_1,Compound 15a,,,,,,,
PMID33142418,reaction_1,Compound 15b,,,,,,,
PMID33142418,reaction_1,Compound 15c,,,,,,,
PMID33142418,reaction_1,Compound 15d,,,,,,,
PMID33142418,reaction_1,Compound 15e,,,,,,,
PMID33142418,reaction_1,Compound 15f,,,,,,,
PMID33142418,reaction_1,Compound 15g,,,,,,,
PMID33142418,reaction_1,Compound 15h,,,,,,,
PMID33142418,reaction_1,Compound 16a,,,,,,,
PMID33142418,reaction_1,Compound 16b,,,,,,,
PMID33142418,reaction_1,Compound 16c,,,,,,,
PMID33142418,reaction_1,Compound 16d,,,,,,,
PMID33142418,reaction_1,Compound 16e,,,,,,,
PMID33142418,reaction_1,Compound 16f,,,,,,,
PMID33142418,reaction_1,Compound 16g,,,,,,,
PMID33142418,reaction_1,Compound 16h,,,,,,,
PMID33142418,reaction_1,Compound 14k,,,,,,,
PMID33142418,reaction_1,Compound 14l,,,,,,,
PMID33142418,reaction_1,Compound 14m,,,,,,,
PMID33142418,reaction_1,Compound 14n,,,,,,,
PMID33142418,reaction_1,Compound 14o,,,,,,,
PMID33142418,reaction_1,Fedratinib (1),,,,,,,
PMID33142418,reaction_1,Pacritinib (2),,,,,,,
PMID33142418,reaction_2,Compound 3,,,,,,,
PMID33142418,reaction_2,Compound 14a,,,,,,,
PMID33142418,reaction_2,Compound 14b,,,,,,,
PMID33142418,reaction_2,Compound 14c,,,,,,,
PMID33142418,reaction_2,Compound 14d,,,,,,,
PMID33142418,reaction_2,Compound 14e,,,,,,,
PMID33142418,reaction_2,Compound 14f,,,,,,,
PMID33142418,reaction_2,Compound 14g,,,,,,,
PMID33142418,reaction_2,Compound 14h,,,,,,,
PMID33142418,reaction_2,Compound 14i,,,,,,,
PMID33142418,reaction_2,Compound 14j,,,,,,,
PMID33142418,reaction_2,Compound 15a,,,,,,,
PMID33142418,reaction_2,Compound 15b,,,,,,,
PMID33142418,reaction_2,Compound 15c,,,,,,,
PMID33142418,reaction_2,Compound 15d,,,,,,,
PMID33142418,reaction_2,Compound 15e,,,,,,,
PMID33142418,reaction_2,Compound 15f,,,,,,,
PMID33142418,reaction_2,Compound 15g,,,,,,,
PMID33142418,reaction_2,Compound 15h,,,,,,,
PMID33142418,reaction_2,Compound 16a,,,,,,,
PMID33142418,reaction_2,Compound 16b,,,,,,,
PMID33142418,reaction_2,Compound 16c,,,,,,,
PMID33142418,reaction_2,Compound 16d,,,,,,,
PMID33142418,reaction_2,Compound 16e,,,,,,,
PMID33142418,reaction_2,Compound 16f,,,,,,,
PMID33142418,reaction_2,Compound 16g,,,,,,,
PMID33142418,reaction_2,Compound 16h,,,,,,,
PMID33142418,reaction_2,Compound 14k,,,,,,,
PMID33142418,reaction_2,Compound 14l,,,,,,,
PMID33142418,reaction_2,Compound 14m,,,,,,,
PMID33142418,reaction_2,Compound 14n,,,,,,,
PMID33142418,reaction_2,Compound 14o,,,,,,,
PMID33142418,reaction_2,Fedratinib (1),,,,,,,
PMID33142418,reaction_2,Pacritinib (2),,,,,,,
PMID33142418,reaction_7,Compound 14l,,,,,,,
PMID33142418,reaction_8,Compound 14l,,,,,,,
PMID33142418,reaction_9,Compound 14l,,,,,,,
PMID33142418,reaction_10,Compound 14l,,,,,,,
PMID33142418,reaction_11,Compound 14l,,,,,,,
PMID33142418,reaction_12,Compound 14l,,,,,,,
PMID33142418,reaction_13,Compound 14l,,,,,,,
PMID33142418,reaction_14,Compound 14l,,,,,,,
PMID33142418,reaction_15,Compound 14l,,,,,,,
PMID33142418,reaction_16,Compound 14l,,,,,,,
PMID33142418,reaction_17,Compound 14l,,,,,,,
PMID33142418,reaction_18,Compound 14l,,,,,,,
PMID33142418,reaction_19,Compound 14l,,,,,,,
PMID33142418,reaction_20,Compound 14l,,,,,,,
PMID33142418,reaction_21,Compound 14l,,,,,,,
PMID33142418,reaction_22,Compound 14l,,,,,,,
PMID33142418,reaction_23,Compound 14l,,,,,,,
PMID33142418,reaction_24,Compound 14l,,,,,,,
PMID33146219,reaction_1,PbCl2,Activity inhibition,,,,,,
PMID33146219,reaction_1,ZnSO4,Activity inhibition,,,,,,
PMID33146219,reaction_1,CdSO4,Activity inhibition and large spectral red-shift,,,,,,
PMID33146219,reaction_1,HgCl2,Activity inhibition and large spectral red-shift,,,,,,
PMID33146575,reaction_8,Disulfiram,,,,,,Activity reduced to 16.4 ± 0.1% of control at 1 mM concentration.,
PMID33146575,reaction_9,Hydralazine hydrochloride,,,,,,Activity reduced to 73.3 ± 0.6% of control at 0.1 mM concentration.,
PMID33146575,reaction_9,Isovanillin,,,,,,Activity reduced to 52.4 ± 7.1% of control at 0.1 mM concentration.,
PMID33146575,reaction_9,6-methoxy-2-naphthaldehyde,,,,,,Activity reduced to 13.1 ± 3.4% of control at 0.1 mM concentration.,
PMID33146857,reaction_1,sodium azide,Competitive,,,,,,
PMID33146857,reaction_1,EDTA,Un-competitive,,,,,,
PMID33155804,reaction_1,fluthiacet-methyl,Competitive,,,,,,
PMID33155804,reaction_1,Compound 1a,Competitive,,,,,,
PMID33155804,reaction_1,Compound 1b,Competitive,,,,,,
PMID33155804,reaction_1,Compound 1c,Competitive,,,,,,
PMID33155804,reaction_1,Compound 2b,Competitive,,,,,,
PMID33155804,reaction_1,Compound 2c,Competitive,,,,,,
PMID33155804,reaction_1,Compound 2d,Competitive,,,,,,
PMID33155804,reaction_1,Compound 2e,Competitive,,,,,,
PMID33155804,reaction_1,Compound 2f,Competitive,,,,,,
PMID33155804,reaction_1,Compound 2g,Competitive,,,,,,
PMID33155804,reaction_1,Compound 2h,Competitive,,,,,,
PMID33155804,reaction_1,Compound 2i,Competitive,,,,,,
PMID33155804,reaction_1,Compound 2j,Competitive,,,,,,
PMID33155804,reaction_1,Compound 2k,Competitive,,,,,,
PMID33155804,reaction_1,Compound 2l,Competitive,,,,,,
PMID33155804,reaction_1,Compound 2m,Competitive,,,,,,
PMID33155804,reaction_1,Compound 2n,Competitive,,,,,,
PMID33155804,reaction_1,Compound 2o,Competitive,,,,,,
PMID33155804,reaction_1,Compound 2p,Competitive,,,,,,
PMID33155804,reaction_1,Compound 2q,Competitive,,,,,,
PMID33155804,reaction_1,Compound 2r,Competitive,,,,,,
PMID33155804,reaction_1,Compound 2s,Competitive,,,,,,
PMID33155804,reaction_1,Compound 2t,Competitive,,,,,,
PMID33155804,reaction_1,Compound 2u,Competitive,,,,,,
PMID33155804,reaction_1,Compound 2v,Competitive,,,,,,
PMID33155804,reaction_1,Compound 2w,Competitive,,,,,,
PMID33155804,reaction_1,Compound 3a,Competitive,,,,,,
PMID33155804,reaction_1,Compound 3b,Competitive,,,,,,
PMID33155804,reaction_1,Compound 3c,Competitive,,,,,,
PMID33155804,reaction_1,Compound 3d,Competitive,,,,,,
PMID33155804,reaction_1,Compound 3e,Competitive,,,,,,
PMID33155804,reaction_1,Compound 3f,Competitive,,,,,,
PMID33155804,reaction_1,Compound 4a,Competitive,,,,,,
PMID33155804,reaction_1,Compound 4b,Competitive,,,,,,
PMID33155804,reaction_1,Compound 5,Competitive,,,,,,
PMID33166455,reaction_2,ZnCl2,,,,,,,
PMID33166455,reaction_2,AlCl3,,,,,,,
PMID33166455,reaction_2,CuCl2,,,,,,,
PMID33168750,reaction_1,Mg-ADP,Product,,,,,,Causes long pauses (~21.3 s) in rotation. Stops rotation at an angular position of +2.6° relative to the ATP binding dwell.
PMID33168750,reaction_1,AMP-PNP,Competitive,,,,,,Nonhydrolyzable ATP analog. Causes irreversible stall of rotation. Stalls at an angular position of -5.5° relative to the ATP binding dwell.
PMID33168750,reaction_1,ζ-subunit,Regulatory,,,,,,Causes stall of rotation for >10 min. Stalls at an angular position of -1.5° relative to the ATP binding dwell.
PMID33168750,reaction_1,Pi,Product,,,,,,High concentrations (300 mM) decrease rotation speed by ~95%. Effect is partly due to high ionic strength.
PMID33187806,reaction_1_LmDHFR,Compound 26,,,,,,,
PMID33187806,reaction_1_LmDHFR,Compound 27,,,,,,,
PMID33187806,reaction_1_LmDHFR,Compound 28,,,,,,,
PMID33187806,reaction_1_LmDHFR,Compound 29,,,,,,,
PMID33187806,reaction_1_LmDHFR,Compound 30,,,,,,,
PMID33187806,reaction_1_LmDHFR,Compound 52,,,,,,,
PMID33187806,reaction_1_LmDHFR,Compound 54,,,,,,,
PMID33187806,reaction_1_LmDHFR,Compound 55,,,,,,,
PMID33187806,reaction_1_LmDHFR,Compound 56,,,,,,,
PMID33187806,reaction_1_LmDHFR,Compound 57,,,,,,,
PMID33187806,reaction_1_LmDHFR,Compound 58,,,,,,,
PMID33187806,reaction_1_LmDHFR,Compound 59,,,,,,,
PMID33187806,reaction_1_LmDHFR,Methotrexate,,,,,,,
PMID33187806,reaction_1_LmDHFR,Trimethoprim (TMP),,,,,,,
PMID33187806,reaction_2_hDHFR,Compound 26,,,,,,,
PMID33187806,reaction_2_hDHFR,Compound 29,,,,,,,
PMID33187806,reaction_2_hDHFR,Compound 30,,,,,,,
PMID33187806,reaction_2_hDHFR,Compound 52,,,,,,,
PMID33187806,reaction_2_hDHFR,Compound 54,,,,,,,
PMID33187806,reaction_2_hDHFR,Compound 55,,,,,,,
PMID33187806,reaction_2_hDHFR,Compound 56,,,,,,,
PMID33187806,reaction_2_hDHFR,Compound 57,,,,,,,
PMID33187806,reaction_2_hDHFR,Compound 58,,,,,,,
PMID33187806,reaction_2_hDHFR,Compound 59,,,,,,,
PMID33187806,reaction_2_hDHFR,Trimethoprim (TMP),,,,,,,
PMID33197770,reaction_2,diphenyleneiodonium chloride (DPI),Pan NOX inhibitor,,,,,,DPI treatment eliminated ROS accumulation in ethanol-stimulated cells and reversed the decline of FASTK expression.
PMID33197770,reaction_3,rotenone,Complex I inhibitor,,,,,,"Rotenone blocked the protective effects of FASTK overexpression against ethanol-induced cell death, confirming the requirement of Complex I activity."
PMID33199626,reaction_1,Rifampicin,Blocks RNA extension,,,,,,
PMID33199626,reaction_1,Sorangicin A,Blocks RNA extension,,,,,,
PMID33199626,reaction_2,Rifampicin,Blocks RNA extension,,,,,,
PMID33199626,reaction_2,Sorangicin A,Blocks promoter unwinding from RP2 to RPo,,,,,,
PMID33199626,reaction_3,Rifampicin,Blocks RNA extension,,,,,,
PMID33199626,reaction_3,Sorangicin A,Blocks RNA extension,,,,,,
PMID33199626,reaction_4,Rifampicin,Blocks RNA extension,,,,,,
PMID33199626,reaction_4,Sorangicin A,Blocks RNA extension,,,,,,
PMID33199626,reaction_5,Sorangicin A,Does not inhibit RPo formation,,,,,,
PMID33199626,reaction_6,Sorangicin A,Blocks transition from RP2 to RPo,,,,,,
PMID33215746,reaction_1,"6-hydroxy-2-methylthiazolo[4,5-d]pyrimidine-5,7(4H,6H)-dione","Competitive, time-dependent, slow-binding",Cc1nc2[nH]c(=O)n([O-])c(=O)c2s1,NSC116565,,,,"Inhibits growth of M. tuberculosis H37Ra and H37Rv with MIC50 values of 2.93 µM and 6.06 µM, respectively. This inhibition is rescued by supplementation with branched-chain amino acids, confirming the in-vivo target."
PMID33215746,reaction_1,"cyclopropane-1,1-dicarboxylate",Competitive,O=C([O-])C1(C(=O)[O-])CC1,CPD,,,,"No significant heat change was observed by ITC in the absence of NADPH, indicating no binding under these conditions. Ki value of 3.03 µM is cited from other literature."
PMID33219201,reaction_1,AZD7545,PDK2 inhibitor,,,,,,"Administered in vivo via intracerebroventricular (icv) injection (6.4 nM of CSF concentration) to mice. Inhibition was confirmed by downstream physiological effects (attenuation of proinflammatory cytokines and food intake), not by direct measurement of enzyme activity."
PMID33240775,reaction_1,Curcumol,Not specified,,,,,,
PMID33241108,reaction_1,Meldonium,"Blocks the catalytic pocket of BBOX1. In mouse xenograft models, Meldonium suppressed tumorigenesis.",,,,,,
PMID33241249,reaction_1,CdSO4,,,,,,,
PMID33241249,reaction_1,HgCl2,,,,,,,
PMID33241249,reaction_1,LiSO4,,,,,,,
PMID33241249,reaction_1,CuSO4,,,,,,,
PMID33241249,reaction_1,PbCl2,,,,,,,
PMID33241249,reaction_1,ZnSO4,,,,,,,
PMID33241249,reaction_1,NiSO4,,,,,,,
PMID33241249,reaction_2,CdSO4,,,,,,,
PMID33241249,reaction_2,HgCl2,,,,,,,
PMID33241249,reaction_2,LiSO4,,,,,,,
PMID33241249,reaction_2,CuSO4,,,,,,,
PMID33241249,reaction_2,PbCl2,,,,,,,
PMID33241249,reaction_2,ZnSO4,,,,,,,
PMID33241249,reaction_2,NiSO4,,,,,,,
PMID33248851,reaction_1,Compound 11a,Competitive,,,,,,
PMID33248851,reaction_1,Compound 11b,Competitive,,,,,,
PMID33248851,reaction_1,Compound 11c,Competitive,,,,,,
PMID33248851,reaction_1,Compound 11d,Competitive,,,,,,
PMID33248851,reaction_1,Compound 11e,Competitive,,,,,,
PMID33248851,reaction_1,Compound 11f,Competitive,,,,,,
PMID33248851,reaction_1,Compound 11g,Competitive,,,,,,
PMID33248851,reaction_1,Compound 11h,Competitive,,,,,,
PMID33248851,reaction_1,Compound 11i,Competitive,,,,,,
PMID33248851,reaction_1,Compound 11j,Competitive,,,,,,
PMID33248851,reaction_1,Compound 11k,Competitive,,,,,,
PMID33248851,reaction_1,Compound 15,Competitive,,,,,,
PMID33248851,reaction_1,Leucyl-sulfamate adenosine (LeuSA),Competitive,,,,,,
PMID33249835,reaction_1,Mn2+,Complete inhibition at 1 mM,,,,,,
PMID33249835,reaction_1,Zn2+,Complete inhibition at 1 mM,,,,,,
PMID33249835,reaction_1,Cu2+,Complete inhibition at 1 mM,,,,,,
PMID33249835,reaction_1,Ni2+,Complete inhibition at 1 mM,,,,,,
PMID33249835,reaction_1,Co2+,Complete inhibition at 1 mM,,,,,,
PMID33249835,reaction_1,EDTA,Complete inactivation at 1 mM,,,,,,
PMID33257538,reaction_1_translocation,pSpy2x (unlabeled),Competitive,,,,,Used in excess to create single-turnover conditions with respect to transport initiation.,
PMID33267982,reaction_1,SDS,,,,,,"Activity increased by 9.06% at 0.25 mM SDS. Activity was significantly reduced with increased SDS concentration, but maintained above 60% at concentrations < 1 mM and above 40% at 30 mM.",
PMID33267982,reaction_2,SDS,,,,,,"Activity increased by 9.06% at 0.25 mM SDS. Activity was significantly reduced with increased SDS concentration, but maintained above 60% at concentrations < 1 mM and above 40% at 30 mM.",
PMID33267982,reaction_3,SDS,,,,,,"Activity increased by 9.06% at 0.25 mM SDS. Activity was significantly reduced with increased SDS concentration, but maintained above 60% at concentrations < 1 mM and above 40% at 30 mM.",
PMID33267982,reaction_4,SDS,,,,,,"Activity increased by 9.06% at 0.25 mM SDS. Activity was significantly reduced with increased SDS concentration, but maintained above 60% at concentrations < 1 mM and above 40% at 30 mM.",
