literature_id,reaction_id,factor_name
PMID33666816,reaction_1,"S-adenosyl-L-methionine synthetase (SAM synthetase, Sam2, gene sam2, from Saccharomyces cerevisiae ZJU001, GenBank ID 852113)"
PMID33683401,reaction_1,Mannitol-1-phosphate phosphatase (Mpp)
PMID33684360,reaction_1,FAD
PMID33684554,reaction_1_head,lactate dehydrogenase
PMID33684554,reaction_1_head,pyruvate kinase
PMID33684554,reaction_1_head,Mg2+
PMID33684554,reaction_1_head,K+
PMID33684554,reaction_1_head,Na+
PMID33684554,reaction_2_thorax,lactate dehydrogenase
PMID33684554,reaction_2_thorax,pyruvate kinase
PMID33684554,reaction_2_thorax,Mg2+
PMID33684554,reaction_2_thorax,K+
PMID33684554,reaction_2_thorax,Na+
PMID33684554,reaction_3_abdomen,lactate dehydrogenase
PMID33684554,reaction_3_abdomen,pyruvate kinase
PMID33684554,reaction_3_abdomen,Mg2+
PMID33684554,reaction_3_abdomen,K+
PMID33684554,reaction_3_abdomen,Na+
PMID33691103,reaction_1,NADP+
PMID33691103,reaction_2,NADP+
PMID33712158,reaction_1,Ascorbic acid
PMID33712158,reaction_1,Gallic acid
PMID33712158,reaction_1,Chlorophyllin
PMID33712158,reaction_3,Celluclast 1.5 L
PMID33712158,reaction_4,Celluclast 1.5 L
PMID33712158,reaction_5,Celluclast 1.5 L
PMID33716610,reaction_1,Pyruvate dehydrogenase kinase (PDK)
PMID33716610,reaction_1,Pyruvate dehydrogenase phosphate phosphatase (PDP)
PMID33720428,reaction_1,di-iron cluster
PMID33720428,reaction_2,di-iron cluster
PMID33722570,reaction_5,BrxB
PMID33725631,reaction_1,BSA
PMID33731920,reaction_1,ferredoxin
PMID33731920,reaction_1,ferredoxin:NADP+ reductase
PMID33731920,reaction_1,catalase
PMID33736288,reaction_1,Mg2+
PMID33736288,reaction_1,K+
PMID33736288,reaction_1,inorganic pyrophosphatase
PMID33748704,reaction_1,Zn2+
PMID33750541,reaction_1,Flavin adenine dinucleotide (FAD)
PMID33750541,reaction_2,Flavin adenine dinucleotide (FAD)
PMID33750543,reaction_1,Copper
PMID33750543,reaction_1,Horseradish peroxidase (HRP)
PMID33750543,reaction_1,ABTS
PMID33750543,reaction_2,Copper
PMID33750543,reaction_2,Horseradish peroxidase (HRP)
PMID33750543,reaction_2,ABTS
PMID33750543,reaction_3,Copper
PMID33750543,reaction_3,Horseradish peroxidase (HRP)
PMID33750543,reaction_3,ABTS
PMID33750543,reaction_4,Copper
PMID33750543,reaction_4,Horseradish peroxidase (HRP)
PMID33750543,reaction_4,ABTS
PMID33750543,reaction_5,Copper
PMID33750543,reaction_5,Horseradish peroxidase (HRP)
PMID33750543,reaction_5,ABTS
PMID33750543,reaction_6,Copper
PMID33750543,reaction_6,Horseradish peroxidase (HRP)
PMID33750543,reaction_6,ABTS
PMID33756342,reaction_1,Renilla Luciferase (internal control)
PMID33763825,reaction_1,Zn2+
PMID33763825,reaction_2,Zn2+
PMID33763825,reaction_3,Zn2+
PMID33763825,reaction_4,Zn2+
PMID33763825,reaction_5,Zn2+
PMID33763825,reaction_6,Zn2+
PMID33764624,reaction_1,FAD (intrinsic)
PMID33764624,reaction_1,horseradish peroxidase (assay)
PMID33764624,reaction_2,FAD (intrinsic)
PMID33773110,reaction_1,IslB (activating enzyme)
PMID33773110,reaction_1,S-adenosylmethionine (AdoMet)
PMID33773110,reaction_1,[4Fe-4S] cluster
PMID33773110,reaction_2,IslB (activating enzyme)
PMID33773110,reaction_2,S-adenosylmethionine (AdoMet)
PMID33773110,reaction_2,[4Fe-4S] cluster
PMID33773110,reaction_2,Yeast alcohol dehydrogenase (for coupled assay)
PMID33774358,reaction_1,Mn2+
PMID33781676,reaction_6,RtFad1 (co-overexpressed)
PMID33781676,reaction_7,RtFad1 (co-overexpressed)
PMID33793924,reaction_1,FAD
PMID33793924,reaction_2,FAD
PMID33793924,reaction_3,MgCl2
PMID33793924,reaction_4,MgCl2
PMID33793924,reaction_5,MgCl2
PMID33793924,reaction_6,MgCl2
PMID33793924,reaction_7,MgCl2
PMID33793924,reaction_8,MgCl2
PMID33802034,reaction_1,glucose
PMID33802034,reaction_1,glucose dehydrogenase (GDH)
PMID33802034,reaction_1,NAD+
PMID33802034,reaction_2,glucose
PMID33802034,reaction_3,glucose
PMID33802034,reaction_4,glucose
PMID33802034,reaction_4,glucose dehydrogenase (GDH)
PMID33802034,reaction_4,NAD+
PMID33802034,reaction_5,glucose
PMID33802034,reaction_6,glucose
PMID33802034,reaction_7,glucose
PMID33802034,reaction_7,glucose dehydrogenase (GDH)
PMID33802034,reaction_7,NAD+
PMID33802034,reaction_8,glucose
PMID33804376,reaction_1,Copper
PMID33804376,reaction_2,Copper
PMID33812916,reaction_1,FAD
PMID33812916,reaction_5,FAD
PMID33812916,reaction_5,FMN
PMID33812916,reaction_5,NAD+
PMID33812916,reaction_6,FAD
PMID33812916,reaction_6,FMN
PMID33812916,reaction_6,NAD+
PMID33812916,reaction_7,FAD
PMID33812916,reaction_7,FMN
PMID33812916,reaction_7,ATP
PMID33824313,reaction_1,ferrous ammonium sulfate
PMID33824313,reaction_1,DTT
PMID33842213,reaction_1,NADPH
PMID33842213,reaction_2,NADPH
PMID33842213,reaction_3,NADPH
PMID33842213,reaction_4,NADPH
PMID33842213,reaction_5,NADPH
PMID33842213,reaction_6,NADPH
PMID33842213,reaction_7,NADPH
PMID33842213,reaction_8,NADPH
PMID33842213,reaction_9,NADPH
PMID33842213,reaction_10,NADPH
PMID33842213,reaction_11,NADP+
PMID33842213,reaction_12,NADP+
PMID33842213,reaction_13,NADP+
PMID33842213,reaction_14,NADP+
PMID33842839,reaction_2_MET,"PV2 redox polymer (2,2′-viologen-modified hydrogel)"
PMID33842839,reaction_3_biofuel_cell_anode,PV2 redox polymer
PMID33842839,reaction_3_biofuel_cell_anode,Bilirubin oxidase from Myrothecium verrucaria (cathode enzyme)
PMID33842839,reaction_4_electrolyser_cathode,PV2 redox polymer
PMID33844097,reaction_1,FAD
PMID33844097,reaction_1,DTT
PMID33845332,reaction_2,Ubiquitin-proteasome system
PMID33845332,reaction_2,K48-linked ubiquitin chains
PMID33846091,reaction_2,prFMN
PMID33846091,reaction_2,UbiX
PMID33846091,reaction_3,prFMN
PMID33846091,reaction_3,UbiX
PMID33846091,reaction_4,Ascorbic acid
PMID33846823,reaction_3,Formate dehydrogenase (for mutant screening)
PMID33846823,reaction_3,Formate (for mutant screening)
PMID33846823,reaction_3,Glucose dehydrogenase (for final resolution process)
PMID33846823,reaction_3,Glucose (for final resolution process)
PMID33852289,reaction_1,di-iron center
PMID33857841,reaction_1,FAD
PMID33864621,reaction_1,Zinc ion
PMID33867026,reaction_1,phenazine methosulfate (PMS)
PMID33867026,reaction_1,Pyrroloquinoline quinone (PQQ)
PMID33867026,reaction_1,NH4Cl (Required)
PMID33867026,reaction_1,Lanthanide (La³⁺-Nd³⁺)
PMID33867026,reaction_2,phenazine methosulfate (PMS)
PMID33867026,reaction_2,Pyrroloquinoline quinone (PQQ)
PMID33867026,reaction_2,NH4Cl (Required)
PMID33867026,reaction_2,Lanthanide (La³⁺-Nd³⁺)
PMID33867026,reaction_3,phenazine methosulfate (PMS)
PMID33867026,reaction_3,Pyrroloquinoline quinone (PQQ)
PMID33867026,reaction_3,NH4Cl (Required)
PMID33867026,reaction_3,Lanthanide (La³⁺-Nd³⁺)
PMID33867026,reaction_4,phenazine methosulfate (PMS)
PMID33867026,reaction_4,Pyrroloquinoline quinone (PQQ)
PMID33867026,reaction_4,NH4Cl (Required)
PMID33867026,reaction_4,Lanthanide (La³⁺-Nd³⁺)
PMID33867026,reaction_5,phenazine methosulfate (PMS)
PMID33867026,reaction_5,Pyrroloquinoline quinone (PQQ)
PMID33867026,reaction_5,NH4Cl (Required)
PMID33867026,reaction_5,Lanthanide (La³⁺-Nd³⁺)
PMID33867026,reaction_6,phenazine methosulfate (PMS)
PMID33867026,reaction_6,Pyrroloquinoline quinone (PQQ)
PMID33867026,reaction_6,NH4Cl (Required)
PMID33867026,reaction_6,Lanthanide (La³⁺-Nd³⁺)
PMID33867026,reaction_7,phenazine methosulfate (PMS)
PMID33867026,reaction_7,Pyrroloquinoline quinone (PQQ)
PMID33867026,reaction_7,NH4Cl (Required)
PMID33867026,reaction_7,Lanthanide (La³⁺-Nd³⁺)
PMID33867026,reaction_8,phenazine methosulfate (PMS)
PMID33867026,reaction_8,Pyrroloquinoline quinone (PQQ)
PMID33867026,reaction_8,NH4Cl (Required)
PMID33867026,reaction_8,Lanthanide (La³⁺-Nd³⁺)
PMID33867026,reaction_9,phenazine methosulfate (PMS)
PMID33867026,reaction_9,Pyrroloquinoline quinone (PQQ)
PMID33867026,reaction_9,NH4Cl (Required)
PMID33867026,reaction_9,Lanthanide (La³⁺-Nd³⁺)
PMID33867026,reaction_10,phenazine methosulfate (PMS)
PMID33867026,reaction_10,Pyrroloquinoline quinone (PQQ)
PMID33867026,reaction_10,NH4Cl (Stimulatory)
PMID33867026,reaction_10,Lanthanide (La³⁺-Dy³⁺)
PMID33867026,reaction_11,phenazine methosulfate (PMS)
PMID33867026,reaction_11,Pyrroloquinoline quinone (PQQ)
PMID33867026,reaction_11,NH4Cl (Not required)
PMID33867026,reaction_11,Lanthanide (La³⁺-Sm³⁺)
PMID33867026,reaction_12,phenazine methosulfate (PMS)
PMID33867026,reaction_12,Pyrroloquinoline quinone (PQQ)
PMID33867026,reaction_12,NH4Cl (Stimulatory)
PMID33867026,reaction_12,Lanthanide (La³⁺-Yb³⁺)
PMID33867026,reaction_13,XoxG4
PMID33895365,reaction_1,AroG*
PMID33895365,reaction_1,QsuB
PMID33895365,reaction_2,AroG* (feedback-insensitive 3-deoxy-D-arabino-heptulosonate 7-phosphate synthase)
PMID33899864,reaction_1,FMN
PMID33899864,reaction_1,Catalase
PMID33899864,reaction_1,"AmNAH (1-(2-carbamoylmethyl)-1,4-dihydronicotinamide)"
PMID33899864,reaction_1,"BNAH (1-benzyl-1,4-dihydronicotinamide)"
PMID33899864,reaction_2,FMN
PMID33899864,reaction_2,Catalase
PMID33899864,reaction_2,"AmNAH (1-(2-carbamoylmethyl)-1,4-dihydronicotinamide)"
PMID33899864,reaction_3,FMN
PMID33899864,reaction_3,Catalase
PMID33899864,reaction_3,"AmNAH (1-(2-carbamoylmethyl)-1,4-dihydronicotinamide)"
PMID33901808,reaction_2,Pyridoxal phosphate (PLP)
PMID33910055,reaction_1,FAD
PMID33910055,reaction_2,FAD
PMID33910055,reaction_3,FAD
PMID33910055,reaction_4,FAD
PMID33913984,reaction_1,MgCl2
PMID33913984,reaction_2,MgCl2
PMID33913984,reaction_3,MgCl2
PMID33913984,reaction_4,MgCl2
PMID33913984,reaction_5,MgCl2
PMID33913984,reaction_6,MgCl2
PMID33913984,reaction_7,MgCl2
PMID33913984,reaction_8,MgCl2
PMID33913984,reaction_9,MgCl2
PMID33913984,reaction_10,MgCl2
PMID33913984,reaction_11,MgCl2
PMID33913984,reaction_12,MgCl2
PMID33913984,reaction_13,MgCl2
PMID33913984,reaction_14,MgCl2
PMID33913984,reaction_15,MgCl2
PMID33913984,reaction_16,MgCl2
PMID33913984,reaction_17,MgCl2
PMID33913984,reaction_18,MgCl2
PMID33913984,reaction_19,MgCl2
PMID33922867,reaction_1,Heme
PMID33929595,reaction_1,"Glucose dehydrogenase from Bacillus amyloliquefaciens DSM 7 (BaGDH, GenBank no. CP054415.1) used for NADH regeneration in coupled reactions."
PMID33942867,reaction_1,PLP
PMID33942867,reaction_2,PLP
PMID33942867,reaction_3,PLP
PMID33942867,reaction_4,PLP
PMID33942867,reaction_5,PLP
PMID33942867,reaction_6,PLP
PMID33942867,reaction_7,PLP
PMID33942867,reaction_8,PLP
PMID33942867,reaction_9,PLP
PMID33942867,reaction_10,PLP
PMID33950676,reaction_1,FAD
PMID33955667,reaction_1,Fe(II)
PMID33955667,reaction_2,Fe(II)
PMID33969584,reaction_1,MgCl2
PMID33969584,reaction_1,E. coli inorganic pyrophosphatase
PMID33977577,reaction_1,FMN
PMID33978969,reaction_1,NADPH
PMID33979735,reaction_1,Leucine
PMID33996018,reaction_1,NADH
PMID33999624,reaction_1,Fe(II)
PMID34010508,reaction_1,Arh1_A18G
PMID34010508,reaction_1,Etp1fd
PMID34010508,reaction_1,NADPH
PMID34010508,reaction_1,glucose-6-phosphate
PMID34010508,reaction_1,glucose-6-phosphate dehydrogenase
PMID34010508,reaction_1,MgCl2
PMID34048880,reaction_1,Fe(II)
PMID34053981,reaction_1,Mg2+
PMID34053981,reaction_2,Mg2+
PMID34053981,reaction_3,Mg2+
PMID34053981,reaction_4,Mg2+
PMID34053981,reaction_5,Mg2+
PMID34053981,reaction_6,Mg2+
PMID34053981,reaction_7,Mg2+
PMID34053981,reaction_8,Mg2+
PMID34053981,reaction_9,Mg2+
PMID34053981,reaction_10,Mg2+
PMID34056479,reaction_1,Fe(II) (from (NH4)2Fe(SO4)2)
PMID34056479,reaction_1,L-ascorbic acid
PMID34060308,reaction_2,CuSO4
PMID34060308,reaction_3,Copper (enzyme was Cu-reconstituted)
PMID34060308,reaction_4,Copper (enzyme was Cu-reconstituted)
PMID34060308,reaction_6,Copper
PMID34065782,reaction_7,NADPH-cytochrome P450 reductase
PMID34065782,reaction_8,NADPH-cytochrome P450 reductase
PMID34065782,reaction_9,NADPH-cytochrome P450 reductase
PMID34065782,reaction_10,NADPH-cytochrome P450 reductase
PMID34069009,reaction_1,NADH
PMID34069009,reaction_1,FMN
PMID34069009,reaction_2,NADH
PMID34069009,reaction_2,FMN
PMID34069009,reaction_3,NADH
PMID34069009,reaction_3,FMN
PMID34069009,reaction_4,NADH
PMID34069009,reaction_4,FMN
PMID34069009,reaction_5,NADH
PMID34069009,reaction_5,FMN
PMID34069009,reaction_6,NADH
PMID34069009,reaction_6,FMN
PMID34078898,reaction_1,NADPH-CYP reductase (from WAT11 yeast strain)
PMID34078898,reaction_2,NADPH-CYP reductase (from WAT11 yeast strain)
PMID34078898,reaction_3,NADPH-CYP reductase (from WAT11 yeast strain)
PMID34080200,reaction_1,L-galactono-lactone (ascorbate precursor)
PMID34091695,reaction_1,ferredoxin
PMID34112370,reaction_1,Catalase (added during copper reconstitution experiments)
PMID34112370,reaction_2,Catalase (added during copper reconstitution experiments)
PMID34123216,reaction_3,NADH oxidase from Thermus thermophilus (Tt-NOX)
PMID34123216,reaction_3,Catalase from bovine liver (Hl-CAT)
PMID34123216,reaction_3,NADH oxidase from Lactobacillus pentosus (Lp-NOX)
PMID34123320,reaction_1,VnfH
PMID34123320,reaction_1,ATP
PMID34123320,reaction_1,dithionite
PMID34123320,reaction_2,VnfH
PMID34123320,reaction_2,ATP
PMID34123320,reaction_2,dithionite
PMID34123320,reaction_3,VnfH
PMID34123320,reaction_3,ATP
PMID34123320,reaction_3,MgCl2
PMID34123320,reaction_3,BSA
PMID34123320,reaction_3,creatine phosphokinase
PMID34123320,reaction_3,dithionite
PMID34156250,reaction_1,Copper (Cu2+)
PMID34156250,reaction_1,caddie protein (MelC1)
PMID34156250,reaction_2,Copper (Cu2+)
PMID34156250,reaction_2,caddie protein (MelC1)
PMID34156250,reaction_3,Copper (Cu2+)
PMID34156250,reaction_3,caddie protein (MelC1)
PMID34156250,reaction_4,Copper (Cu2+)
PMID34156250,reaction_4,caddie protein (MelC1)
PMID34156250,reaction_5,Copper (Cu2+)
PMID34156250,reaction_5,caddie protein (MelC1)
PMID34156250,reaction_6,Copper (Cu2+)
PMID34156250,reaction_6,caddie protein (MelC1)
PMID34156250,reaction_7,Copper (Cu2+)
PMID34156250,reaction_7,caddie protein (MelC1)
PMID34156250,reaction_8,Copper (Cu2+)
PMID34156250,reaction_8,caddie protein (MelC1)
PMID34163896,reaction_1,Fe(II)
PMID34163896,reaction_1,L-ascorbic acid
PMID34171691,reaction_1,yeast glutathione reductase
PMID34171691,reaction_1,GSH
PMID34171691,reaction_2,yeast glutathione reductase
PMID34171691,reaction_2,GSH
PMID34171691,reaction_3,yeast glutathione reductase
PMID34171691,reaction_3,GSH
PMID34189909,reaction_1,NADPH P450 reductase
PMID34189909,reaction_1,Cytochrome b5
PMID34189909,reaction_1,"NADPH regenerating system (NADP+, glucose-6-phosphate, glucose-6-phosphate dehydrogenase)"
PMID34189909,reaction_2,NADPH P450 reductase
PMID34189909,reaction_2,Cytochrome b5
PMID34189909,reaction_2,"NADPH regenerating system (NADP+, glucose-6-phosphate, glucose-6-phosphate dehydrogenase)"
PMID34204515,reaction_3,Phosphite dehydrogenase
PMID34204515,reaction_3,FAD
PMID34204515,reaction_3,NADPH
PMID34246414,reaction_2,TMPRSS2
PMID34246414,reaction_3,Heparin
PMID34246414,reaction_4,CD4
PMID34246414,reaction_6,TMPRSS2
PMID34262629,reaction_3,phosphite dehydrogenase
PMID34262629,reaction_4,phosphite dehydrogenase
PMID34262629,reaction_5,phosphite dehydrogenase
PMID34289079,reaction_2,1 mM divalent cation (MgCl2)
PMID34289079,reaction_3,10 mM divalent cation (MgCl2)
PMID34289079,reaction_3,"0.2 mM sulfhydryl group (DTT, Cys)"
PMID34290951,reaction_1,MSH
PMID34290951,reaction_1,Mtr
PMID34290951,reaction_2,Trx
PMID34290951,reaction_2,TrxR
PMID34290951,reaction_3,MSH
PMID34290951,reaction_3,Mtr
PMID34290951,reaction_4,MSH
PMID34290951,reaction_4,Mtr
PMID34290951,reaction_6_control,MSH
PMID34290951,reaction_6_control,Mtr
PMID34290951,reaction_7_control,MSH
PMID34290951,reaction_7_control,Mtr
PMID34290951,reaction_8_control,MSH
PMID34290951,reaction_8_control,Mtr
PMID34292356,reaction_1,cytochrome b5
PMID34292356,reaction_1,cytochrome b5 reductase
PMID34295569,reaction_1,FAD
PMID34295569,reaction_2,FAD
PMID34297466,reaction_1,MgCl2
PMID34306835,reaction_3_O2,horseradish peroxidase
PMID34315853,reaction_1,IGF2BP2
PMID34327042,reaction_1,Putidaredoxin (Pdx)
PMID34327042,reaction_1,NADH-Pdx reductase (PdR)
PMID34327042,reaction_2,Putidaredoxin (Pdx)
PMID34327042,reaction_2,NADH-Pdx reductase (PdR)
PMID34327042,reaction_3,Putidaredoxin (Pdx)
PMID34327042,reaction_3,NADH-Pdx reductase (PdR)
PMID34327042,reaction_4,Putidaredoxin (Pdx)
PMID34327042,reaction_4,NADH-Pdx reductase (PdR)
PMID34327042,reaction_5,Putidaredoxin (Pdx)
PMID34327042,reaction_5,NADH-Pdx reductase (PdR)
PMID34340545,reaction_1,MgCl2
PMID34340545,reaction_2,E. coli MAT (structural stabilization)
PMID34358993,reaction_1,HRP-conjugated IgG
PMID34358993,reaction_1,TMB One-Step Substrate Reagent
PMID34364941,reaction_1,DTT
PMID34364941,reaction_2,UBE1L (E1)
PMID34364941,reaction_2,UBCH8 (E2)
PMID34364941,reaction_2,3XFlag-HERC5 (E3)
PMID34382711,reaction_1_EcFPR,FAD
PMID34382711,reaction_2_PcFPR,FAD
PMID34382711,reaction_3_BaFPR,FAD
PMID34382711,reaction_4_LepFNR,FAD
PMID34382711,reaction_5_PeaFNR,FAD
PMID34420183,reaction_1,Bovine Serum Albumin (BSA)
PMID34420183,reaction_1,Dithiothreitol (DTT)
PMID34420183,reaction_1,EDTA
PMID34423563,reaction_1,DTT
PMID34423563,reaction_2,DTT
PMID35229477,reaction_1,SLAH3
PMID35229477,reaction_2,NRT1.1
PMID35285984,reaction_1,[4Fe-4S]2+ cluster (intrinsic)
PMID35285984,reaction_1,flavodoxin (FldA)
PMID35285984,reaction_1,flavodoxin reductase (FpR1)
PMID35435705,reaction_1,ATP
PMID35435705,reaction_2,ATP
PMID35517366,reaction_6,PcPCL
PMID35517366,reaction_6,AtMatB
PMID35517366,reaction_6,ATP
PMID35517366,reaction_6,CoA
PMID35517366,reaction_6,MgCl2
PMID35517366,reaction_7,PcPCL
PMID35517366,reaction_7,AtMatB
PMID35517366,reaction_7,ATP
PMID35517366,reaction_7,CoA
PMID35517366,reaction_7,MgCl2
PMID35517366,reaction_8,PcPCL
PMID35517366,reaction_8,AtMatB
PMID35517366,reaction_8,ATP
PMID35517366,reaction_8,CoA
PMID35517366,reaction_8,MgCl2
PMID35517366,reaction_9,PcPCL
PMID35517366,reaction_9,AtMatB
PMID35517366,reaction_9,ATP
PMID35517366,reaction_9,CoA
PMID35517366,reaction_9,MgCl2
PMID35517366,reaction_10,PcPCL
PMID35517366,reaction_10,AtMatB
PMID35517366,reaction_10,ATP
PMID35517366,reaction_10,CoA
PMID35517366,reaction_10,MgCl2
PMID35517366,reaction_11,PcPCL
PMID35517366,reaction_11,AtMatB
PMID35517366,reaction_11,ATP
PMID35517366,reaction_11,CoA
PMID35517366,reaction_11,MgCl2
PMID35530214,reaction_1,Cytochrome P450 reductase from Arabidopsis thaliana (AtCPR)
PMID35721870,reaction_1,Fe(II)
PMID35721870,reaction_2,Fe(II)
PMID35721870,reaction_3,Fe(II)
PMID35721870,reaction_4,Fe(II)
PMID35721870,reaction_5,Fe(II)
PMID35721870,reaction_6,Fe(II)
